bearing_id,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,lubrication_age_ratio,design_risk_score,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
BRG-00981,BDES-00411,BMAT-00279,BMAN-00884,BASM-00981,BOPR-00981,2792.5,0.2019,0.2472,0.1976,0.399,0.1606,0.0905,BINSP-00981,0.1844,0.233,low
BRG-00982,BDES-00629,BMAT-00429,BMAN-00145,BASM-00982,BOPR-00982,5648.7,0.5208,0.1809,0.1221,0.16,0.3302,0.3518,BINSP-00982,0.2722,0.2206,low
BRG-00983,BDES-00472,BMAT-00414,BMAN-00566,BASM-00983,BOPR-00983,4156.1,0.5899,0.1179,0.1196,0.2672,0.3307,0.3545,BINSP-00983,0.2291,0.2319,low
BRG-00984,BDES-00347,BMAT-00424,BMAN-00157,BASM-00984,BOPR-00984,5073.4,0.2173,0.4314,0.2247,0.413,0.1007,0.2799,BINSP-00984,0.2374,0.2885,medium
BRG-00985,BDES-00063,BMAT-00261,BMAN-01043,BASM-00985,BOPR-00985,2847.5,0.5976,0.2348,0.0371,0.3011,0.4913,0.2175,BINSP-00985,0.1927,0.2511,medium
BRG-00986,BDES-00209,BMAT-00311,BMAN-00390,BASM-00986,BOPR-00986,2955.3,1.0,0.1512,0.1402,0.2526,0.1742,0.466,BINSP-00986,0.1718,0.2173,low
BRG-00987,BDES-00746,BMAT-00341,BMAN-00917,BASM-00987,BOPR-00987,5500.2,0.3732,0.0756,0.4971,0.1846,0.5358,0.364,BINSP-00987,0.2635,0.3223,medium
BRG-00988,BDES-00058,BMAT-00013,BMAN-01158,BASM-00988,BOPR-00988,4382.3,0.1982,0.1721,0.4711,0.238,0.3932,0.2474,BINSP-00988,0.2763,0.307,medium
BRG-00989,BDES-00216,BMAT-00134,BMAN-00909,BASM-00989,BOPR-00989,2107.4,0.9655,0.2599,0.1011,0.4366,0.5834,0.4687,BINSP-00989,0.2862,0.3565,medium
BRG-00990,BDES-00495,BMAT-00419,BMAN-00895,BASM-00990,BOPR-00990,2394.9,0.2862,0.2028,0.0562,0.2618,0.3132,0.1692,BINSP-00990,0.1597,0.1992,low
BRG-00991,BDES-00543,BMAT-00485,BMAN-01013,BASM-00991,BOPR-00991,4006.8,0.3175,0.0878,0.2974,0.3508,0.2779,0.254,BINSP-00991,0.2244,0.2607,medium
BRG-00992,BDES-00032,BMAT-00013,BMAN-00420,BASM-00992,BOPR-00992,4397.3,0.2413,0.1431,0.4711,0.1206,0.3384,0.2403,BINSP-00992,0.2322,0.259,medium
BRG-00993,BDES-00585,BMAT-00140,BMAN-00114,BASM-00993,BOPR-00993,5944.2,0.191,0.2872,0.3102,0.3173,0.2767,0.2718,BINSP-00993,0.2934,0.2959,medium
BRG-00994,BDES-00242,BMAT-00183,BMAN-00261,BASM-00994,BOPR-00994,1102.4,0.6487,0.1259,0.1077,0.3006,0.284,0.3134,BINSP-00994,0.195,0.2221,low
BRG-00995,BDES-00194,BMAT-00392,BMAN-00775,BASM-00995,BOPR-00995,2539.4,0.2458,0.0,0.181,0.3253,0.289,0.2272,BINSP-00995,0.177,0.2113,low
BRG-00996,BDES-00019,BMAT-00354,BMAN-00597,BASM-00996,BOPR-00996,5886.7,0.2362,0.2028,0.2803,0.2317,0.1644,0.3203,BINSP-00996,0.1787,0.23,low
BRG-00997,BDES-00590,BMAT-00246,BMAN-00474,BASM-00997,BOPR-00997,3997.5,0.6774,0.1348,0.13,0.2665,0.2195,0.3873,BINSP-00997,0.2134,0.2189,low
BRG-00998,BDES-00147,BMAT-00298,BMAN-01121,BASM-00998,BOPR-00998,2332.6,0.8506,0.049,0.3228,0.5161,0.1026,0.3997,BINSP-00998,0.1925,0.2819,medium
BRG-00999,BDES-00223,BMAT-00350,BMAN-00894,BASM-00999,BOPR-00999,4034.5,0.4731,0.3588,0.1903,0.374,0.2406,0.3384,BINSP-00999,0.2444,0.2936,medium
BRG-01000,BDES-00282,BMAT-00313,BMAN-00464,BASM-01000,BOPR-01000,3180.0,0.4494,0.1915,0.3297,0.247,0.2358,0.2467,BINSP-01000,0.1421,0.2421,low
BRG-01001,BDES-00093,BMAT-00082,BMAN-00755,BASM-01001,BOPR-01001,4512.2,0.7197,0.2609,0.1916,0.4542,0.2932,0.4736,BINSP-01001,0.257,0.3244,medium
BRG-01002,BDES-00246,BMAT-00037,BMAN-01105,BASM-01002,BOPR-01002,5965.8,0.3128,0.1069,0.1888,0.4245,0.1804,0.3199,BINSP-01002,0.1763,0.2452,low
BRG-01003,BDES-00742,BMAT-00058,BMAN-00123,BASM-01003,BOPR-01003,3061.7,0.3529,0.0685,0.0822,0.4291,0.383,0.2686,BINSP-01003,0.1996,0.2515,medium
BRG-01004,BDES-00438,BMAT-00148,BMAN-00820,BASM-01004,BOPR-01004,2157.1,0.4618,0.3934,0.4307,0.2763,0.5793,0.1667,BINSP-01004,0.2625,0.3659,medium
BRG-01005,BDES-00707,BMAT-00066,BMAN-01180,BASM-01005,BOPR-01005,2175.9,0.3203,0.2627,0.1075,0.1464,0.2289,0.1501,BINSP-01005,0.1519,0.1731,low
BRG-01006,BDES-00672,BMAT-00318,BMAN-00770,BASM-01006,BOPR-01006,12946.6,0.424,0.0638,0.2022,0.2366,0.2332,0.6098,BINSP-01006,0.2109,0.2437,low
BRG-01007,BDES-00768,BMAT-00073,BMAN-00464,BASM-01007,BOPR-01007,7659.1,0.7598,0.1123,0.1148,0.247,0.238,0.563,BINSP-01007,0.2259,0.2332,low
BRG-01008,BDES-00206,BMAT-00069,BMAN-00190,BASM-01008,BOPR-01008,5528.9,0.1701,0.0501,0.1185,0.3131,0.2758,0.2611,BINSP-01008,0.1724,0.2051,low
BRG-01009,BDES-00476,BMAT-00166,BMAN-00437,BASM-01009,BOPR-01009,6126.3,0.3301,0.2104,0.0725,0.2253,0.1285,0.3721,BINSP-01009,0.2054,0.1906,low
BRG-01010,BDES-00773,BMAT-00171,BMAN-00504,BASM-01010,BOPR-01010,2003.5,0.2082,0.2147,0.1006,0.5209,0.1926,0.1263,BINSP-01010,0.197,0.249,low
BRG-01011,BDES-00468,BMAT-00330,BMAN-00567,BASM-01011,BOPR-01011,2804.5,0.0657,0.0526,0.337,0.2458,0.3883,0.1683,BINSP-01011,0.1944,0.2443,low
BRG-01012,BDES-00444,BMAT-00193,BMAN-00574,BASM-01012,BOPR-01012,2539.9,0.339,0.1747,0.2435,0.287,0.3527,0.2088,BINSP-01012,0.2251,0.2566,medium
BRG-01013,BDES-00723,BMAT-00067,BMAN-00263,BASM-01013,BOPR-01013,2624.1,0.1541,0.1591,0.2538,0.3194,0.0486,0.1437,BINSP-01013,0.1553,0.1944,low
BRG-01014,BDES-00662,BMAT-00258,BMAN-00127,BASM-01014,BOPR-01014,2161.9,0.3084,0.0883,0.112,0.3396,0.1336,0.1945,BINSP-01014,0.144,0.1798,low
BRG-01015,BDES-00398,BMAT-00045,BMAN-00591,BASM-01015,BOPR-01015,5388.8,0.1155,0.1821,0.3596,0.2713,0.3016,0.1997,BINSP-01015,0.1878,0.2632,medium
BRG-01016,BDES-00438,BMAT-00117,BMAN-00186,BASM-01016,BOPR-01016,2174.3,0.888,0.3934,0.2378,0.2722,0.3176,0.4366,BINSP-01016,0.1852,0.3039,medium
BRG-01017,BDES-00613,BMAT-00107,BMAN-00434,BASM-01017,BOPR-01017,5802.5,0.4368,0.3016,0.1156,0.3793,0.426,0.3758,BINSP-01017,0.2397,0.3082,medium
BRG-01018,BDES-00433,BMAT-00332,BMAN-00437,BASM-01018,BOPR-01018,4373.4,0.8575,0.061,0.3472,0.2253,0.2894,0.4981,BINSP-01018,0.2515,0.2703,medium
BRG-01019,BDES-00527,BMAT-00491,BMAN-00190,BASM-01019,BOPR-01019,4565.7,0.4739,0.5174,0.1478,0.3131,0.2878,0.3468,BINSP-01019,0.2567,0.3066,medium
BRG-01020,BDES-00342,BMAT-00059,BMAN-01073,BASM-01020,BOPR-01020,2238.5,0.2595,0.1913,0.2962,0.1779,0.1928,0.184,BINSP-01020,0.1846,0.2078,low
BRG-01021,BDES-00708,BMAT-00418,BMAN-00542,BASM-01021,BOPR-01021,9452.7,0.4296,0.1112,0.1562,0.2889,0.1152,0.4079,BINSP-01021,0.2099,0.209,low
BRG-01022,BDES-00439,BMAT-00301,BMAN-00998,BASM-01022,BOPR-01022,5372.2,0.6371,0.0137,0.3413,0.4447,0.4977,0.3872,BINSP-01022,0.3008,0.3433,medium
BRG-01023,BDES-00204,BMAT-00089,BMAN-00313,BASM-01023,BOPR-01023,1179.6,0.1222,0.1032,0.1336,0.1891,0.4439,0.0,BINSP-01023,0.151,0.1836,low
BRG-01024,BDES-00549,BMAT-00156,BMAN-00483,BASM-01024,BOPR-01024,5258.1,1.0,0.0634,0.388,0.3293,0.5821,0.5422,BINSP-01024,0.2548,0.3621,medium
BRG-01025,BDES-00254,BMAT-00458,BMAN-00032,BASM-01025,BOPR-01025,5573.4,0.1164,0.0696,0.1155,0.286,0.2765,0.2357,BINSP-01025,0.2433,0.2053,low
BRG-01026,BDES-00350,BMAT-00275,BMAN-00040,BASM-01026,BOPR-01026,3795.6,0.2918,0.5912,0.0203,0.1644,0.2842,0.2317,BINSP-01026,0.165,0.2336,low
BRG-01027,BDES-00620,BMAT-00325,BMAN-00162,BASM-01027,BOPR-01027,5855.7,0.2869,0.051,0.3388,0.3516,0.2404,0.3097,BINSP-01027,0.1947,0.2602,medium
BRG-01028,BDES-00636,BMAT-00254,BMAN-00411,BASM-01028,BOPR-01028,3297.1,0.6038,0.2142,0.1087,0.269,0.1865,0.4013,BINSP-01028,0.2178,0.2241,low
BRG-01029,BDES-00117,BMAT-00127,BMAN-00551,BASM-01029,BOPR-01029,4376.8,0.1985,0.2992,0.2316,0.3329,0.3454,0.1773,BINSP-01029,0.1762,0.2752,medium
BRG-01030,BDES-00327,BMAT-00471,BMAN-00140,BASM-01030,BOPR-01030,4382.2,0.2525,0.2458,0.6402,0.3036,0.0693,0.1695,BINSP-01030,0.2298,0.296,medium
BRG-01031,BDES-00239,BMAT-00277,BMAN-00100,BASM-01031,BOPR-01031,1459.7,0.1386,0.1509,0.3618,0.3073,0.3254,0.0924,BINSP-01031,0.2212,0.262,medium
BRG-01032,BDES-00578,BMAT-00062,BMAN-00303,BASM-01032,BOPR-01032,8977.6,0.259,0.1736,0.3046,0.2761,0.3667,0.4103,BINSP-01032,0.214,0.2916,medium
BRG-01033,BDES-00069,BMAT-00394,BMAN-00625,BASM-01033,BOPR-01033,2964.4,0.4051,0.3531,0.2132,0.3095,0.3385,0.1996,BINSP-01033,0.2393,0.2822,medium
BRG-01034,BDES-00364,BMAT-00380,BMAN-00233,BASM-01034,BOPR-01034,1854.8,0.3903,0.1361,0.4293,0.2901,0.5043,0.2103,BINSP-01034,0.2911,0.3224,medium
BRG-01035,BDES-00500,BMAT-00386,BMAN-01014,BASM-01035,BOPR-01035,2919.6,0.4434,0.2152,0.1227,0.2865,0.328,0.2685,BINSP-01035,0.1857,0.2376,low
BRG-01036,BDES-00139,BMAT-00443,BMAN-01111,BASM-01036,BOPR-01036,5901.8,0.3594,0.0453,0.2715,0.3871,0.2708,0.3654,BINSP-01036,0.2011,0.2672,medium
BRG-01037,BDES-00382,BMAT-00073,BMAN-00109,BASM-01037,BOPR-01037,2760.7,0.5292,0.0377,0.1148,0.3771,0.188,0.3524,BINSP-01037,0.2193,0.2176,low
BRG-01038,BDES-00299,BMAT-00238,BMAN-01005,BASM-01038,BOPR-01038,2762.9,0.4611,0.1216,0.182,0.3803,0.2847,0.2428,BINSP-01038,0.1989,0.2474,low
BRG-01039,BDES-00274,BMAT-00491,BMAN-00074,BASM-01039,BOPR-01039,9177.9,0.4685,0.2594,0.1478,0.3889,0.3114,0.3964,BINSP-01039,0.1995,0.288,medium
BRG-01040,BDES-00751,BMAT-00138,BMAN-00086,BASM-01040,BOPR-01040,7280.3,0.7567,0.1029,0.1126,0.4412,0.1857,0.5433,BINSP-01040,0.2777,0.2713,medium
BRG-01041,BDES-00450,BMAT-00146,BMAN-01084,BASM-01041,BOPR-01041,2033.3,0.2642,0.0838,0.1079,0.3294,0.5068,0.1775,BINSP-01041,0.2081,0.2474,low
BRG-01042,BDES-00695,BMAT-00210,BMAN-01053,BASM-01042,BOPR-01042,9691.6,0.1562,0.0,0.3078,0.2328,0.4802,0.3138,BINSP-01042,0.2274,0.2643,medium
BRG-01043,BDES-00197,BMAT-00004,BMAN-00126,BASM-01043,BOPR-01043,3290.1,0.7544,0.1259,0.1538,0.3037,0.0836,0.4224,BINSP-01043,0.2229,0.2118,low
BRG-01044,BDES-00013,BMAT-00007,BMAN-00355,BASM-01044,BOPR-01044,4071.5,0.1163,0.122,0.1461,0.3526,0.3204,0.1597,BINSP-01044,0.1922,0.2294,low
BRG-01045,BDES-00042,BMAT-00434,BMAN-00138,BASM-01045,BOPR-01045,3158.6,0.0893,0.2673,0.5977,0.3884,0.3623,0.1269,BINSP-01045,0.2716,0.3631,medium
BRG-01046,BDES-00521,BMAT-00331,BMAN-00360,BASM-01046,BOPR-01046,3901.5,0.2163,0.1539,0.0039,0.2528,0.2596,0.2629,BINSP-01046,0.1795,0.1823,low
BRG-01047,BDES-00753,BMAT-00038,BMAN-00478,BASM-01047,BOPR-01047,4733.4,0.1144,0.2155,0.1612,0.2964,0.6308,0.1353,BINSP-01047,0.1926,0.2869,medium
BRG-01048,BDES-00005,BMAT-00318,BMAN-00362,BASM-01048,BOPR-01048,2945.7,0.5513,0.3055,0.2022,0.4339,0.4244,0.3755,BINSP-01048,0.2844,0.3433,medium
BRG-01049,BDES-00386,BMAT-00003,BMAN-00124,BASM-01049,BOPR-01049,2953.3,0.282,0.0517,0.2462,0.3277,0.1382,0.1886,BINSP-01049,0.2095,0.2046,low
BRG-01050,BDES-00572,BMAT-00407,BMAN-00549,BASM-01050,BOPR-01050,2043.5,0.7372,0.2717,0.0091,0.2141,0.1861,0.3733,BINSP-01050,0.193,0.1943,low
BRG-01051,BDES-00185,BMAT-00150,BMAN-00852,BASM-01051,BOPR-01051,2697.8,0.1303,0.3894,0.1331,0.2653,0.248,0.1295,BINSP-01051,0.2134,0.2341,low
BRG-01052,BDES-00781,BMAT-00469,BMAN-00766,BASM-01052,BOPR-01052,751.3,1.0,0.106,0.3418,0.207,0.314,0.4314,BINSP-01052,0.1766,0.2609,medium
BRG-01053,BDES-00749,BMAT-00491,BMAN-00491,BASM-01053,BOPR-01053,4246.3,0.5074,0.0879,0.1478,0.2585,0.1575,0.312,BINSP-01053,0.1614,0.1876,low
BRG-01054,BDES-00500,BMAT-00274,BMAN-01160,BASM-01054,BOPR-01054,4767.2,0.2503,0.2152,0.1144,0.1458,0.3565,0.2452,BINSP-01054,0.1733,0.2032,low
BRG-01055,BDES-00745,BMAT-00303,BMAN-00374,BASM-01055,BOPR-01055,6213.3,0.5365,0.0,0.374,0.444,0.4071,0.4001,BINSP-01055,0.2776,0.3304,medium
BRG-01056,BDES-00762,BMAT-00280,BMAN-01150,BASM-01056,BOPR-01056,2531.5,0.2003,0.0596,0.2024,0.4816,0.0863,0.202,BINSP-01056,0.2101,0.2264,low
BRG-01057,BDES-00779,BMAT-00476,BMAN-00476,BASM-01057,BOPR-01057,4044.2,0.4373,0.0756,0.2157,0.3852,0.2953,0.2827,BINSP-01057,0.2034,0.2551,medium
BRG-01058,BDES-00799,BMAT-00438,BMAN-00565,BASM-01058,BOPR-01058,4900.1,0.9295,0.0392,0.3094,0.4315,0.6329,0.5405,BINSP-01058,0.3141,0.3819,medium
BRG-01059,BDES-00419,BMAT-00284,BMAN-00219,BASM-01059,BOPR-01059,5983.4,0.5873,0.1108,0.3283,0.3645,0.1599,0.4056,BINSP-01059,0.2135,0.2697,medium
BRG-01060,BDES-00074,BMAT-00330,BMAN-00507,BASM-01060,BOPR-01060,1589.7,1.0,0.2571,0.337,0.1886,0.1385,0.472,BINSP-01060,0.2017,0.2555,medium
BRG-01061,BDES-00228,BMAT-00310,BMAN-00213,BASM-01061,BOPR-01061,4800.4,0.1253,0.1383,0.1407,0.254,0.2822,0.2005,BINSP-01061,0.1396,0.2,low
BRG-01062,BDES-00594,BMAT-00099,BMAN-00582,BASM-01062,BOPR-01062,8091.8,0.6193,0.1007,0.2965,0.2023,0.2623,0.4435,BINSP-01062,0.1877,0.2432,low
BRG-01063,BDES-00156,BMAT-00091,BMAN-00848,BASM-01063,BOPR-01063,2870.7,0.4659,0.0784,0.3806,0.3149,0.1918,0.2175,BINSP-01063,0.178,0.2427,low
BRG-01064,BDES-00224,BMAT-00129,BMAN-00890,BASM-01064,BOPR-01064,2632.1,0.6375,0.2074,0.0378,0.3492,0.292,0.3975,BINSP-01064,0.2187,0.2467,low
BRG-01065,BDES-00163,BMAT-00106,BMAN-00114,BASM-01065,BOPR-01065,6192.7,0.1987,0.3141,0.1211,0.3173,0.4876,0.2647,BINSP-01065,0.2095,0.2911,medium
BRG-01066,BDES-00782,BMAT-00314,BMAN-00525,BASM-01066,BOPR-01066,709.0,0.8226,0.197,0.1809,0.3349,0.3394,0.353,BINSP-01066,0.2264,0.2742,medium
BRG-01067,BDES-00329,BMAT-00053,BMAN-00154,BASM-01067,BOPR-01067,5117.4,0.2717,0.0661,0.2467,0.2717,0.3038,0.3169,BINSP-01067,0.2639,0.2442,low
BRG-01068,BDES-00300,BMAT-00407,BMAN-00557,BASM-01068,BOPR-01068,6771.4,0.1729,0.1538,0.0091,0.4063,0.4108,0.2321,BINSP-01068,0.1643,0.2422,low
BRG-01069,BDES-00203,BMAT-00499,BMAN-01110,BASM-01069,BOPR-01069,2072.5,0.8078,0.1807,0.4094,0.4287,0.1489,0.4133,BINSP-01069,0.2325,0.3133,medium
BRG-01070,BDES-00370,BMAT-00189,BMAN-00359,BASM-01070,BOPR-01070,4044.1,0.31,0.0204,0.2351,0.4076,0.2332,0.2618,BINSP-01070,0.2045,0.242,low
BRG-01071,BDES-00137,BMAT-00081,BMAN-00953,BASM-01071,BOPR-01071,4549.3,0.5048,0.2505,0.0827,0.409,0.2072,0.3647,BINSP-01071,0.2117,0.257,medium
BRG-01072,BDES-00663,BMAT-00144,BMAN-01137,BASM-01072,BOPR-01072,2457.1,0.112,0.2382,0.334,0.384,0.3794,0.1629,BINSP-01072,0.2296,0.3079,medium
BRG-01073,BDES-00235,BMAT-00136,BMAN-00468,BASM-01073,BOPR-01073,900.1,0.3638,0.1105,0.5667,0.1836,0.2863,0.1936,BINSP-01073,0.203,0.2702,medium
BRG-01074,BDES-00614,BMAT-00118,BMAN-00654,BASM-01074,BOPR-01074,5305.5,0.8277,0.057,0.2752,0.3151,0.0918,0.4763,BINSP-01074,0.2154,0.235,low
BRG-01075,BDES-00733,BMAT-00385,BMAN-01030,BASM-01075,BOPR-01075,10095.8,0.4635,0.129,0.4752,0.4633,0.2318,0.5261,BINSP-01075,0.2759,0.3593,medium
BRG-01076,BDES-00741,BMAT-00126,BMAN-00217,BASM-01076,BOPR-01076,1799.2,0.2761,0.2231,0.1398,0.2045,0.3394,0.1516,BINSP-01076,0.2025,0.2123,low
BRG-01077,BDES-00122,BMAT-00311,BMAN-00061,BASM-01077,BOPR-01077,7951.4,0.7684,0.1157,0.1402,0.4147,0.1374,0.5454,BINSP-01077,0.1768,0.2539,medium
BRG-01078,BDES-00691,BMAT-00464,BMAN-01170,BASM-01078,BOPR-01078,4839.1,0.1735,0.17,0.321,0.1577,0.3832,0.2403,BINSP-01078,0.1896,0.246,low
BRG-01079,BDES-00764,BMAT-00430,BMAN-00811,BASM-01079,BOPR-01079,5685.5,0.2672,0.0246,0.335,0.2967,0.3054,0.3233,BINSP-01079,0.2132,0.2572,medium
BRG-01080,BDES-00404,BMAT-00196,BMAN-00869,BASM-01080,BOPR-01080,2468.8,0.3276,0.1893,0.1274,0.3006,0.3984,0.2361,BINSP-01080,0.2063,0.2486,low
BRG-01081,BDES-00389,BMAT-00158,BMAN-00745,BASM-01081,BOPR-01081,2768.6,0.122,0.3293,0.5505,0.2652,0.2275,0.1963,BINSP-01081,0.2759,0.3185,medium
BRG-01082,BDES-00236,BMAT-00275,BMAN-01200,BASM-01082,BOPR-01082,2349.6,0.2168,0.3579,0.0203,0.3763,0.3646,0.1566,BINSP-01082,0.1936,0.2554,medium
BRG-01083,BDES-00353,BMAT-00103,BMAN-00464,BASM-01083,BOPR-01083,5109.3,0.5551,0.0757,0.0856,0.247,0.2722,0.3249,BINSP-01083,0.1612,0.1926,low
BRG-01084,BDES-00639,BMAT-00488,BMAN-00673,BASM-01084,BOPR-01084,3624.0,0.1206,0.0942,0.2642,0.3229,0.1826,0.1971,BINSP-01084,0.1964,0.2216,low
BRG-01085,BDES-00265,BMAT-00235,BMAN-00525,BASM-01085,BOPR-01085,5312.1,0.2282,0.1853,0.3902,0.3349,0.4274,0.2937,BINSP-01085,0.282,0.3284,medium
BRG-01086,BDES-00683,BMAT-00402,BMAN-00932,BASM-01086,BOPR-01086,6159.1,0.7146,0.0447,0.1519,0.2073,0.1021,0.4792,BINSP-01086,0.1239,0.1756,low
BRG-01087,BDES-00198,BMAT-00303,BMAN-00993,BASM-01087,BOPR-01087,4360.0,0.2918,0.1405,0.374,0.286,0.3306,0.313,BINSP-01087,0.2331,0.2863,medium
BRG-01088,BDES-00389,BMAT-00299,BMAN-00178,BASM-01088,BOPR-01088,3252.2,0.3239,0.3293,0.1619,0.4977,0.4273,0.2549,BINSP-01088,0.2454,0.3366,medium
BRG-01089,BDES-00244,BMAT-00098,BMAN-00576,BASM-01089,BOPR-01089,1532.5,0.2276,0.1702,0.367,0.2129,0.4183,0.0835,BINSP-01089,0.1734,0.2544,medium
BRG-01090,BDES-00292,BMAT-00258,BMAN-01119,BASM-01090,BOPR-01090,6841.4,0.4698,0.1158,0.112,0.2836,0.2356,0.4364,BINSP-01090,0.2117,0.2249,low
BRG-01091,BDES-00800,BMAT-00209,BMAN-00001,BASM-01091,BOPR-01091,3979.5,0.3416,0.1979,0.2573,0.0937,0.5113,0.2529,BINSP-01091,0.214,0.2494,low
BRG-01092,BDES-00127,BMAT-00128,BMAN-00946,BASM-01092,BOPR-01092,6724.7,0.8781,0.0628,0.249,0.2143,0.3001,0.5683,BINSP-01092,0.257,0.2592,medium
BRG-01093,BDES-00358,BMAT-00008,BMAN-00792,BASM-01093,BOPR-01093,10530.1,0.1825,0.0,0.094,0.2804,0.1329,0.4508,BINSP-01093,0.2117,0.1853,low
BRG-01094,BDES-00285,BMAT-00283,BMAN-01012,BASM-01094,BOPR-01094,5068.2,0.1682,0.0987,0.1556,0.3333,0.2352,0.2445,BINSP-01094,0.1506,0.2136,low
BRG-01095,BDES-00322,BMAT-00143,BMAN-00454,BASM-01095,BOPR-01095,3630.2,0.1304,0.2637,0.0878,0.2981,0.4115,0.2034,BINSP-01095,0.2486,0.2546,medium
BRG-01096,BDES-00472,BMAT-00403,BMAN-01002,BASM-01096,BOPR-01096,6219.9,0.4068,0.1179,0.2199,0.3516,0.4684,0.3041,BINSP-01096,0.2308,0.2911,medium
BRG-01097,BDES-00773,BMAT-00388,BMAN-00318,BASM-01097,BOPR-01097,4375.5,0.751,0.2147,0.1001,0.351,0.423,0.4232,BINSP-01097,0.2419,0.2897,medium
BRG-01098,BDES-00476,BMAT-00397,BMAN-00132,BASM-01098,BOPR-01098,861.4,0.1982,0.2104,0.3446,0.2935,0.3422,0.0294,BINSP-01098,0.2362,0.2618,medium
BRG-01099,BDES-00209,BMAT-00081,BMAN-01132,BASM-01099,BOPR-01099,2116.5,0.5543,0.1512,0.0827,0.3256,0.1875,0.3127,BINSP-01099,0.1882,0.209,low
BRG-01100,BDES-00333,BMAT-00014,BMAN-01166,BASM-01100,BOPR-01100,1874.0,0.2595,0.1984,0.1418,0.1766,0.2002,0.1908,BINSP-01100,0.1614,0.1776,low
BRG-01101,BDES-00586,BMAT-00247,BMAN-00455,BASM-01101,BOPR-01101,5538.4,1.0,0.2016,0.4724,0.4894,0.2801,0.5134,BINSP-01101,0.2712,0.3833,medium
BRG-01102,BDES-00762,BMAT-00448,BMAN-00881,BASM-01102,BOPR-01102,1717.1,0.4929,0.0596,0.1464,0.3435,0.3776,0.2743,BINSP-01102,0.1629,0.2384,low
BRG-01103,BDES-00028,BMAT-00285,BMAN-01061,BASM-01103,BOPR-01103,1450.3,0.1462,0.1412,0.1481,0.381,0.1509,0.1102,BINSP-01103,0.1783,0.2019,low
BRG-01104,BDES-00607,BMAT-00077,BMAN-00175,BASM-01104,BOPR-01104,2578.3,0.3484,0.1053,0.3369,0.414,0.2121,0.2475,BINSP-01104,0.2164,0.2731,medium
BRG-01105,BDES-00498,BMAT-00249,BMAN-00432,BASM-01105,BOPR-01105,1842.2,0.5283,0.1446,0.1113,0.1991,0.3082,0.2876,BINSP-01105,0.2265,0.2058,low
BRG-01106,BDES-00529,BMAT-00116,BMAN-00265,BASM-01106,BOPR-01106,2872.8,0.1825,0.0369,0.1359,0.4273,0.233,0.1746,BINSP-01106,0.2473,0.2233,low
BRG-01107,BDES-00467,BMAT-00144,BMAN-00454,BASM-01107,BOPR-01107,1635.5,0.5064,0.1227,0.334,0.2981,0.3225,0.3201,BINSP-01107,0.2446,0.2789,medium
BRG-01108,BDES-00686,BMAT-00222,BMAN-01077,BASM-01108,BOPR-01108,1168.8,0.7886,0.0952,0.3262,0.2039,0.2429,0.4649,BINSP-01108,0.2728,0.2562,medium
BRG-01109,BDES-00245,BMAT-00024,BMAN-00263,BASM-01109,BOPR-01109,3897.0,0.5268,0.0283,0.2794,0.3194,0.3658,0.3025,BINSP-01109,0.1908,0.2583,medium
BRG-01110,BDES-00110,BMAT-00467,BMAN-01180,BASM-01110,BOPR-01110,2129.9,0.2517,0.07,0.2526,0.1464,0.3837,0.1311,BINSP-01110,0.2443,0.2061,low
BRG-01111,BDES-00099,BMAT-00197,BMAN-01123,BASM-01111,BOPR-01111,6383.5,0.2741,0.0411,0.1501,0.1979,0.2049,0.2974,BINSP-01111,0.2054,0.1772,low
BRG-01112,BDES-00223,BMAT-00048,BMAN-00895,BASM-01112,BOPR-01112,2902.5,0.2619,0.3588,0.2233,0.2618,0.2909,0.1938,BINSP-01112,0.2306,0.2636,medium
BRG-01113,BDES-00314,BMAT-00432,BMAN-00423,BASM-01113,BOPR-01113,785.0,0.108,0.0,0.206,0.5507,0.2867,0.0369,BINSP-01113,0.1534,0.2447,low
BRG-01114,BDES-00371,BMAT-00415,BMAN-00692,BASM-01114,BOPR-01114,5900.6,0.8762,0.2824,0.3374,0.3957,0.0967,0.5128,BINSP-01114,0.2936,0.3159,medium
BRG-01115,BDES-00129,BMAT-00116,BMAN-00671,BASM-01115,BOPR-01115,1624.6,0.5796,0.0606,0.1359,0.2173,0.4547,0.3567,BINSP-01115,0.1864,0.2323,low
BRG-01116,BDES-00642,BMAT-00025,BMAN-00820,BASM-01116,BOPR-01116,2654.7,0.4044,0.2143,0.6739,0.2763,0.2727,0.2107,BINSP-01116,0.2465,0.3344,medium
BRG-01117,BDES-00493,BMAT-00435,BMAN-00313,BASM-01117,BOPR-01117,4561.0,0.6796,0.0422,0.6718,0.1891,0.4494,0.4902,BINSP-01117,0.2649,0.3527,medium
BRG-01118,BDES-00213,BMAT-00424,BMAN-00071,BASM-01118,BOPR-01118,5044.6,0.3336,0.0193,0.2247,0.2815,0.2085,0.2996,BINSP-01118,0.2227,0.2113,low
BRG-01119,BDES-00167,BMAT-00178,BMAN-00336,BASM-01119,BOPR-01119,3165.2,1.0,0.3645,0.2548,0.4422,0.3488,0.581,BINSP-01119,0.312,0.3791,medium
