assembly_id,interference_fit,preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
BASM-01746,0.008,1.452,0.0861,OP-B-124,ST-B-05,0.4709,medium
BASM-01747,0.0126,0.982,0.0558,OP-B-008,ST-B-20,0.174,low
BASM-01748,0.0294,0.938,0.0508,OP-B-091,ST-B-30,0.292,medium
BASM-01749,0.0326,1.063,0.0396,OP-B-100,ST-B-02,0.2801,medium
BASM-01750,0.0144,1.014,0.0549,OP-B-086,ST-B-09,0.1784,low
BASM-01751,0.0218,1.125,0.0601,OP-B-050,ST-B-09,0.3161,medium
BASM-01752,0.0288,1.054,0.0735,OP-B-084,ST-B-02,0.3268,medium
BASM-01753,0.013,1.017,0.0576,OP-B-082,ST-B-05,0.1879,low
BASM-01754,0.0117,1.344,0.014,OP-B-125,ST-B-26,0.2217,low
BASM-01755,0.0277,1.474,0.1104,OP-B-107,ST-B-17,0.4837,medium
BASM-01756,0.0116,0.943,0.0552,OP-B-065,ST-B-18,0.2644,medium
BASM-01757,0.0263,0.916,0.072,OP-B-123,ST-B-10,0.2968,medium
BASM-01758,0.0089,0.773,0.0759,OP-B-017,ST-B-03,0.3604,medium
BASM-01759,-0.0034,0.579,0.061,OP-B-081,ST-B-14,0.5707,high
BASM-01760,0.0233,0.547,0.0354,OP-B-148,ST-B-16,0.3309,medium
BASM-01761,0.0321,1.191,0.0405,OP-B-138,ST-B-09,0.302,medium
BASM-01762,0.0102,0.726,0.0746,OP-B-100,ST-B-19,0.3745,medium
BASM-01763,0.0199,0.972,0.0394,OP-B-037,ST-B-12,0.1692,low
BASM-01764,0.0238,1.3,0.0222,OP-B-051,ST-B-06,0.2008,low
BASM-01765,0.0212,1.658,0.0391,OP-B-050,ST-B-20,0.3891,medium
BASM-01766,0.0213,1.002,0.0879,OP-B-071,ST-B-26,0.2492,low
BASM-01767,0.0179,0.943,0.0192,OP-B-029,ST-B-01,0.0823,low
BASM-01768,0.0237,1.269,0.0376,OP-B-004,ST-B-30,0.2503,medium
BASM-01769,0.0146,1.267,0.0136,OP-B-064,ST-B-02,0.211,low
BASM-01770,0.0179,1.087,0.143,OP-B-130,ST-B-24,0.366,medium
BASM-01771,0.0222,1.382,0.0603,OP-B-134,ST-B-18,0.2555,medium
BASM-01772,0.0202,0.907,0.0618,OP-B-112,ST-B-24,0.2286,low
BASM-01773,0.0133,0.888,0.1517,OP-B-137,ST-B-20,0.4066,medium
BASM-01774,0.0221,0.666,0.076,OP-B-139,ST-B-12,0.3877,medium
BASM-01775,0.0339,0.652,0.0931,OP-B-036,ST-B-14,0.5306,high
BASM-01776,0.0166,1.06,0.0369,OP-B-120,ST-B-13,0.0973,low
BASM-01777,0.0168,1.24,0.0616,OP-B-096,ST-B-01,0.2412,low
BASM-01778,0.0172,1.195,0.083,OP-B-027,ST-B-09,0.2614,medium
BASM-01779,0.0084,1.464,0.0921,OP-B-038,ST-B-20,0.4822,medium
BASM-01780,0.0373,0.705,0.0277,OP-B-110,ST-B-26,0.3872,medium
BASM-01781,0.0283,0.863,0.0158,OP-B-027,ST-B-22,0.1799,low
BASM-01782,0.0143,0.919,0.0109,OP-B-061,ST-B-26,0.074,low
BASM-01783,-0.0022,0.579,0.1151,OP-B-086,ST-B-18,0.6632,high
BASM-01784,0.0116,0.622,0.0959,OP-B-010,ST-B-26,0.4589,medium
BASM-01785,0.0225,1.186,0.0174,OP-B-015,ST-B-01,0.1686,low
BASM-01786,0.0203,1.097,0.0985,OP-B-128,ST-B-02,0.2576,medium
BASM-01787,0.0123,1.523,0.0121,OP-B-080,ST-B-12,0.2868,medium
BASM-01788,0.0084,1.028,0.016,OP-B-029,ST-B-17,0.1369,low
BASM-01789,0.0062,0.861,0.0691,OP-B-049,ST-B-25,0.3653,medium
BASM-01790,0.0126,0.973,0.0372,OP-B-038,ST-B-23,0.1057,low
BASM-01791,0.0241,0.702,0.0488,OP-B-106,ST-B-20,0.2597,medium
BASM-01792,0.0139,1.059,0.0799,OP-B-062,ST-B-17,0.2616,medium
BASM-01793,0.0241,0.508,0.1264,OP-B-043,ST-B-21,0.4984,medium
BASM-01794,0.0216,1.169,0.0204,OP-B-079,ST-B-03,0.1349,low
BASM-01795,0.004,1.141,0.0076,OP-B-130,ST-B-08,0.2665,medium
BASM-01796,0.0175,1.029,0.0891,OP-B-122,ST-B-30,0.1654,low
BASM-01797,0.0204,1.35,0.0392,OP-B-049,ST-B-28,0.2454,low
BASM-01798,0.0156,1.165,0.0545,OP-B-115,ST-B-18,0.188,low
BASM-01799,0.0134,1.147,0.0391,OP-B-048,ST-B-27,0.1739,low
BASM-01800,0.0145,0.668,0.0437,OP-B-063,ST-B-04,0.2797,medium
BASM-01801,0.0293,0.868,0.0217,OP-B-123,ST-B-29,0.2681,medium
BASM-01802,0.0172,1.134,0.0983,OP-B-080,ST-B-24,0.2827,medium
BASM-01803,0.0157,0.816,0.22,OP-B-095,ST-B-17,0.4661,medium
BASM-01804,0.0077,1.506,0.0602,OP-B-128,ST-B-15,0.3833,medium
BASM-01805,0.0127,0.665,0.0719,OP-B-096,ST-B-24,0.3599,medium
BASM-01806,0.0033,0.821,0.0744,OP-B-105,ST-B-07,0.3517,medium
BASM-01807,0.0173,1.055,0.0661,OP-B-124,ST-B-02,0.1153,low
BASM-01808,0.0187,1.603,0.1028,OP-B-057,ST-B-29,0.425,medium
BASM-01809,0.0161,1.049,0.0414,OP-B-121,ST-B-28,0.1571,low
BASM-01810,0.0142,1.091,0.0958,OP-B-142,ST-B-19,0.3025,medium
BASM-01811,0.0049,0.987,0.0329,OP-B-063,ST-B-11,0.2563,medium
BASM-01812,0.0214,0.768,0.0343,OP-B-034,ST-B-15,0.1892,low
BASM-01813,0.0005,0.391,0.0454,OP-B-090,ST-B-16,0.5665,high
BASM-01814,0.0131,0.967,0.0492,OP-B-086,ST-B-14,0.1984,low
BASM-01815,0.0183,1.087,0.0236,OP-B-051,ST-B-18,0.0693,low
BASM-01816,0.0162,1.346,0.0772,OP-B-004,ST-B-26,0.3309,medium
BASM-01817,0.0024,0.996,0.064,OP-B-093,ST-B-13,0.3468,medium
BASM-01818,0.0132,1.336,0.0036,OP-B-144,ST-B-03,0.1927,low
BASM-01819,0.0033,1.193,0.0195,OP-B-076,ST-B-30,0.289,medium
BASM-01820,0.0202,0.983,0.1389,OP-B-040,ST-B-23,0.2941,medium
BASM-01821,0.0291,0.327,0.0893,OP-B-058,ST-B-17,0.6196,high
BASM-01822,0.017,1.483,0.0326,OP-B-013,ST-B-25,0.3076,medium
BASM-01823,0.0227,1.04,0.0506,OP-B-084,ST-B-25,0.1725,low
BASM-01824,0.0207,0.966,0.086,OP-B-109,ST-B-12,0.2462,low
BASM-01825,0.0087,1.362,0.134,OP-B-119,ST-B-08,0.4998,medium
BASM-01826,0.0122,0.94,0.0812,OP-B-026,ST-B-16,0.258,medium
BASM-01827,0.0165,0.631,0.0224,OP-B-129,ST-B-18,0.2282,low
BASM-01828,0.0268,1.465,0.1431,OP-B-059,ST-B-05,0.5884,high
BASM-01829,0.0145,0.804,0.0655,OP-B-142,ST-B-07,0.2301,low
BASM-01830,0.0239,1.058,0.0174,OP-B-019,ST-B-02,0.0925,low
BASM-01831,0.0139,0.723,0.0206,OP-B-018,ST-B-16,0.2155,low
BASM-01832,0.0232,0.872,0.1192,OP-B-091,ST-B-22,0.341,medium
BASM-01833,0.0249,0.86,0.1104,OP-B-106,ST-B-01,0.3861,medium
BASM-01834,0.0035,0.865,0.1344,OP-B-105,ST-B-21,0.4584,medium
BASM-01835,0.0303,1.166,0.0067,OP-B-135,ST-B-06,0.207,low
BASM-01836,0.0289,1.102,0.1244,OP-B-034,ST-B-05,0.3778,medium
BASM-01837,0.0088,0.708,0.0344,OP-B-039,ST-B-07,0.2842,medium
BASM-01838,0.0191,1.088,0.1521,OP-B-002,ST-B-05,0.386,medium
BASM-01839,0.0168,0.724,0.0925,OP-B-075,ST-B-08,0.3184,medium
BASM-01840,0.0099,1.225,0.0303,OP-B-076,ST-B-10,0.2921,medium
BASM-01841,0.0222,1.39,0.0311,OP-B-125,ST-B-21,0.2585,medium
BASM-01842,0.0066,1.04,0.0943,OP-B-074,ST-B-11,0.3887,medium
BASM-01843,0.0202,1.139,0.0743,OP-B-020,ST-B-07,0.2392,low
BASM-01844,0.0042,0.791,0.014,OP-B-040,ST-B-23,0.2604,medium
BASM-01845,0.0196,1.266,0.1155,OP-B-135,ST-B-07,0.3197,medium
BASM-01846,0.0114,1.121,0.22,OP-B-065,ST-B-19,0.4935,medium
BASM-01847,0.0279,0.865,0.1146,OP-B-143,ST-B-14,0.3954,medium
BASM-01848,0.018,0.582,0.0164,OP-B-135,ST-B-11,0.2683,medium
BASM-01849,0.0113,1.111,0.0741,OP-B-115,ST-B-13,0.1893,low
BASM-01850,0.0273,0.974,0.0282,OP-B-119,ST-B-26,0.2221,low
BASM-01851,0.0042,1.207,0.064,OP-B-049,ST-B-27,0.36,medium
BASM-01852,0.0358,0.869,0.1046,OP-B-063,ST-B-27,0.5075,high
BASM-01853,0.0279,1.253,0.0295,OP-B-064,ST-B-09,0.3021,medium
BASM-01854,0.0339,0.871,0.0475,OP-B-046,ST-B-30,0.3571,medium
BASM-01855,0.0262,0.955,0.0546,OP-B-014,ST-B-25,0.2182,low
BASM-01856,0.028,1.472,0.0469,OP-B-150,ST-B-06,0.3895,medium
BASM-01857,0.0161,1.12,0.0374,OP-B-051,ST-B-27,0.1087,low
BASM-01858,0.0186,1.094,0.0085,OP-B-140,ST-B-06,0.037,low
BASM-01859,0.0035,1.267,0.0567,OP-B-135,ST-B-01,0.3947,medium
BASM-01860,0.0173,1.06,0.0161,OP-B-148,ST-B-26,0.0224,low
BASM-01861,0.0157,0.474,0.0296,OP-B-051,ST-B-20,0.2731,medium
BASM-01862,0.0006,0.537,0.0352,OP-B-126,ST-B-04,0.503,high
BASM-01863,0.0083,0.649,0.0312,OP-B-103,ST-B-06,0.3628,medium
BASM-01864,0.0027,1.277,0.0125,OP-B-046,ST-B-29,0.3791,medium
BASM-01865,0.0013,1.121,0.049,OP-B-041,ST-B-15,0.4076,medium
BASM-01866,0.0138,0.438,0.0107,OP-B-077,ST-B-19,0.3438,medium
BASM-01867,0.006,1.155,0.0436,OP-B-062,ST-B-26,0.2738,medium
BASM-01868,0.0203,0.307,0.0467,OP-B-128,ST-B-18,0.3849,medium
BASM-01869,0.0219,0.728,0.0321,OP-B-132,ST-B-20,0.2403,low
BASM-01870,-0.0046,1.158,0.022,OP-B-009,ST-B-23,0.4647,medium
BASM-01871,0.0289,1.28,0.1163,OP-B-071,ST-B-12,0.4726,medium
BASM-01872,0.0157,0.618,0.0577,OP-B-118,ST-B-29,0.2809,medium
BASM-01873,0.0262,1.243,0.0465,OP-B-121,ST-B-14,0.3525,medium
BASM-01874,0.0224,1.109,0.136,OP-B-149,ST-B-28,0.3936,medium
BASM-01875,0.0259,0.641,0.0024,OP-B-139,ST-B-27,0.2547,medium
BASM-01876,0.0216,0.967,0.0662,OP-B-131,ST-B-30,0.2001,low
BASM-01877,0.0081,0.905,0.0101,OP-B-018,ST-B-23,0.1611,low
BASM-01878,0.0244,0.659,0.1012,OP-B-059,ST-B-29,0.3942,medium
BASM-01879,0.0049,1.9,0.1782,OP-B-089,ST-B-16,0.8339,critical
BASM-01880,0.0239,1.253,0.0713,OP-B-011,ST-B-03,0.2873,medium
BASM-01881,0.0213,1.361,0.0667,OP-B-065,ST-B-18,0.3274,medium
BASM-01882,0.0188,0.971,0.0232,OP-B-124,ST-B-30,0.0149,low
BASM-01883,0.0297,0.959,0.0138,OP-B-013,ST-B-06,0.203,low
BASM-01884,0.0244,0.842,0.0371,OP-B-150,ST-B-05,0.1537,low
BASM-01885,0.0078,0.937,0.002,OP-B-150,ST-B-14,0.1727,low
BASM-01886,0.0119,0.313,0.0605,OP-B-062,ST-B-01,0.4799,medium
BASM-01887,0.0155,1.142,0.0082,OP-B-037,ST-B-04,0.1444,low
BASM-01888,0.0125,0.6,0.091,OP-B-105,ST-B-29,0.3947,medium
BASM-01889,0.0218,0.586,0.0407,OP-B-049,ST-B-19,0.3388,medium
BASM-01890,0.0046,1.122,0.0477,OP-B-117,ST-B-23,0.3092,medium
BASM-01891,0.0196,0.827,0.0596,OP-B-094,ST-B-27,0.2442,low
BASM-01892,0.007,1.556,0.1152,OP-B-092,ST-B-24,0.5894,high
BASM-01893,0.0096,0.336,0.0124,OP-B-030,ST-B-14,0.4178,medium
BASM-01894,0.0186,0.381,0.02,OP-B-010,ST-B-25,0.3265,medium
BASM-01895,-0.0015,0.743,0.0893,OP-B-114,ST-B-02,0.5408,high
BASM-01896,0.043,0.734,0.0894,OP-B-105,ST-B-20,0.6165,high
BASM-01897,0.0209,0.58,0.0448,OP-B-016,ST-B-30,0.3351,medium
BASM-01898,0.0102,0.851,0.0585,OP-B-116,ST-B-01,0.2694,medium
BASM-01899,0.0184,1.379,0.0375,OP-B-146,ST-B-28,0.2395,low
BASM-01900,0.026,1.188,0.0547,OP-B-081,ST-B-21,0.265,medium
BASM-01901,0.0137,0.881,0.0413,OP-B-021,ST-B-23,0.149,low
BASM-01902,0.0253,0.798,0.0076,OP-B-114,ST-B-28,0.1913,low
BASM-01903,0.0135,0.486,0.0101,OP-B-149,ST-B-12,0.3054,medium
BASM-01904,0.0239,1.176,0.0176,OP-B-118,ST-B-29,0.1653,low
BASM-01905,0.0251,0.742,0.0187,OP-B-050,ST-B-02,0.2221,low
BASM-01906,0.0178,0.858,0.0852,OP-B-043,ST-B-17,0.2384,low
BASM-01907,0.025,0.749,0.0718,OP-B-147,ST-B-07,0.3281,medium
BASM-01908,0.0271,1.122,0.0452,OP-B-032,ST-B-15,0.2294,low
BASM-01909,0.022,1.13,0.0177,OP-B-087,ST-B-16,0.139,low
BASM-01910,0.0119,0.382,0.1197,OP-B-033,ST-B-02,0.6508,high
BASM-01911,0.0257,0.836,0.0127,OP-B-048,ST-B-05,0.2052,low
BASM-01912,0.004,0.797,0.0162,OP-B-075,ST-B-12,0.3308,medium
BASM-01913,0.0298,1.201,0.2175,OP-B-043,ST-B-13,0.5471,high
BASM-01914,0.0144,0.54,0.0256,OP-B-044,ST-B-29,0.2613,medium
BASM-01915,0.0184,1.012,0.0495,OP-B-023,ST-B-07,0.1776,low
BASM-01916,-0.0008,1.115,0.0696,OP-B-119,ST-B-07,0.3833,medium
BASM-01917,0.029,1.445,0.0613,OP-B-044,ST-B-29,0.3778,medium
BASM-01918,0.0167,1.099,0.0196,OP-B-044,ST-B-09,0.1394,low
BASM-01919,0.0223,1.191,0.0374,OP-B-134,ST-B-12,0.1842,low
BASM-01920,0.0173,1.279,0.0362,OP-B-090,ST-B-16,0.2232,low
BASM-01921,0.0175,1.288,0.0813,OP-B-077,ST-B-17,0.2297,low
BASM-01922,0.0218,1.243,0.0447,OP-B-076,ST-B-12,0.1684,low
BASM-01923,0.0208,1.323,0.035,OP-B-071,ST-B-29,0.2503,medium
BASM-01924,0.0187,0.528,0.09,OP-B-041,ST-B-27,0.3586,medium
BASM-01925,0.0215,1.38,0.0677,OP-B-119,ST-B-17,0.3886,medium
BASM-01926,0.0213,0.903,0.0397,OP-B-026,ST-B-20,0.1848,low
BASM-01927,0.0126,1.311,0.0268,OP-B-025,ST-B-09,0.2429,low
BASM-01928,0.0095,1.347,0.1393,OP-B-083,ST-B-28,0.5121,high
BASM-01929,0.0196,1.351,0.0663,OP-B-019,ST-B-10,0.3348,medium
BASM-01930,0.0061,0.96,0.0563,OP-B-148,ST-B-10,0.2402,low
BASM-01931,0.0423,0.848,0.1076,OP-B-094,ST-B-24,0.6068,high
BASM-01932,0.0259,0.891,0.0091,OP-B-107,ST-B-19,0.1565,low
BASM-01933,0.0112,1.232,0.0154,OP-B-095,ST-B-25,0.1868,low
BASM-01934,0.0143,1.243,0.1842,OP-B-135,ST-B-12,0.5028,high
BASM-01935,0.0205,0.634,0.0108,OP-B-137,ST-B-16,0.1982,low
BASM-01936,0.0085,1.158,0.0684,OP-B-072,ST-B-18,0.2899,medium
BASM-01937,0.0165,1.322,0.0171,OP-B-096,ST-B-28,0.1924,low
BASM-01938,0.0018,1.216,0.1481,OP-B-079,ST-B-26,0.6384,high
BASM-01939,0.0072,1.402,0.0423,OP-B-056,ST-B-10,0.4103,medium
BASM-01940,0.0211,0.72,0.0207,OP-B-061,ST-B-27,0.209,low
BASM-01941,0.0214,1.252,0.0495,OP-B-008,ST-B-12,0.2669,medium
BASM-01942,0.0289,0.757,0.0791,OP-B-146,ST-B-21,0.4437,medium
BASM-01943,0.0121,1.45,0.0524,OP-B-046,ST-B-02,0.4238,medium
BASM-01944,0.0241,0.859,0.0208,OP-B-010,ST-B-17,0.1588,low
BASM-01945,0.0109,1.367,0.1686,OP-B-141,ST-B-20,0.561,high
BASM-01946,0.0221,0.987,0.0346,OP-B-009,ST-B-23,0.1172,low
BASM-01947,0.0213,0.594,0.0457,OP-B-071,ST-B-28,0.3034,medium
BASM-01948,0.0039,1.285,0.0226,OP-B-021,ST-B-11,0.3159,medium
BASM-01949,0.0207,1.528,0.0161,OP-B-104,ST-B-26,0.2721,medium
BASM-01950,0.0133,1.134,0.0315,OP-B-032,ST-B-03,0.1714,low
BASM-01951,0.0204,0.833,0.0623,OP-B-085,ST-B-20,0.2784,medium
BASM-01952,0.0158,0.893,0.0307,OP-B-068,ST-B-12,0.1115,low
BASM-01953,0.0047,1.167,0.0232,OP-B-084,ST-B-06,0.3055,medium
BASM-01954,0.0193,0.937,0.0269,OP-B-008,ST-B-20,0.0816,low
BASM-01955,0.0092,1.04,0.1863,OP-B-011,ST-B-02,0.5346,high
BASM-01956,0.0359,1.539,0.0769,OP-B-145,ST-B-02,0.5656,high
BASM-01957,-0.0017,0.946,0.0203,OP-B-055,ST-B-15,0.3055,medium
BASM-01958,0.0191,0.888,0.0202,OP-B-148,ST-B-27,0.1312,low
BASM-01959,0.0131,1.244,0.0319,OP-B-050,ST-B-28,0.2483,low
BASM-01960,0.0148,0.74,0.0317,OP-B-022,ST-B-04,0.1958,low
BASM-01961,0.01,0.999,0.0388,OP-B-139,ST-B-28,0.1717,low
BASM-01962,0.0223,1.06,0.0181,OP-B-117,ST-B-19,0.1238,low
BASM-01963,0.0195,1.122,0.0769,OP-B-128,ST-B-24,0.217,low
BASM-01964,0.0177,0.571,0.0476,OP-B-021,ST-B-27,0.2572,medium
BASM-01965,0.0239,1.252,0.0417,OP-B-024,ST-B-27,0.2353,low
BASM-01966,0.0156,0.3,0.0374,OP-B-092,ST-B-17,0.3793,medium
BASM-01967,0.0135,1.25,0.0388,OP-B-139,ST-B-16,0.3021,medium
BASM-01968,0.0218,0.856,0.042,OP-B-040,ST-B-22,0.2316,low
BASM-01969,0.023,1.681,0.0615,OP-B-115,ST-B-09,0.4636,medium
BASM-01970,0.0326,1.057,0.0213,OP-B-030,ST-B-18,0.2235,low
BASM-01971,0.0141,1.128,0.0135,OP-B-039,ST-B-26,0.0999,low
BASM-01972,0.013,0.661,0.0618,OP-B-024,ST-B-27,0.3381,medium
BASM-01973,0.0099,0.826,0.0495,OP-B-067,ST-B-08,0.3379,medium
BASM-01974,0.0037,1.003,0.0122,OP-B-072,ST-B-10,0.1747,low
BASM-01975,0.0188,1.481,0.0438,OP-B-029,ST-B-19,0.2967,medium
BASM-01976,0.0213,1.256,0.0896,OP-B-033,ST-B-29,0.375,medium
BASM-01977,0.0178,0.852,0.0191,OP-B-069,ST-B-03,0.0928,low
BASM-01978,0.0283,1.333,0.045,OP-B-014,ST-B-10,0.3177,medium
BASM-01979,0.016,1.046,0.057,OP-B-051,ST-B-01,0.1963,low
BASM-01980,0.0195,0.82,0.1163,OP-B-026,ST-B-05,0.387,medium
BASM-01981,-0.0013,1.278,0.0343,OP-B-031,ST-B-27,0.4277,medium
BASM-01982,0.0146,1.253,0.0416,OP-B-101,ST-B-25,0.1887,low
BASM-01983,0.0219,1.182,0.0305,OP-B-099,ST-B-19,0.1496,low
BASM-01984,0.0282,1.16,0.0293,OP-B-109,ST-B-23,0.282,medium
BASM-01985,0.0113,0.978,0.0326,OP-B-056,ST-B-20,0.129,low
BASM-01986,0.0165,1.186,0.0098,OP-B-025,ST-B-13,0.1218,low
BASM-01987,0.0319,1.326,0.0807,OP-B-122,ST-B-03,0.385,medium
BASM-01988,0.0187,1.296,0.0163,OP-B-118,ST-B-30,0.146,low
BASM-01989,0.0157,1.033,0.0131,OP-B-130,ST-B-06,0.0903,low
BASM-01990,0.0463,1.309,0.0108,OP-B-043,ST-B-29,0.4673,medium
BASM-01991,0.0103,1.366,0.0407,OP-B-139,ST-B-20,0.3704,medium
BASM-01992,0.0249,1.104,0.0668,OP-B-094,ST-B-29,0.2224,low
BASM-01993,0.0279,0.962,0.0271,OP-B-085,ST-B-01,0.168,low
BASM-01994,0.0212,0.819,0.1915,OP-B-049,ST-B-17,0.4181,medium
BASM-01995,0.0205,1.112,0.0075,OP-B-122,ST-B-15,0.0546,low
BASM-01996,0.0203,1.054,0.0771,OP-B-071,ST-B-07,0.1994,low
BASM-01997,0.0,0.91,0.2074,OP-B-146,ST-B-15,0.671,high
BASM-01998,0.017,1.555,0.0064,OP-B-045,ST-B-12,0.2561,medium
BASM-01999,0.0153,0.521,0.0427,OP-B-103,ST-B-16,0.2039,low
BASM-02000,0.0174,1.078,0.02,OP-B-136,ST-B-26,0.0764,low
BASM-02001,0.016,0.67,0.0846,OP-B-059,ST-B-20,0.3066,medium
BASM-02002,0.0088,1.135,0.002,OP-B-101,ST-B-19,0.1413,low
BASM-02003,0.0143,0.97,0.0581,OP-B-115,ST-B-07,0.2094,low
BASM-02004,0.0324,1.349,0.0396,OP-B-138,ST-B-18,0.4253,medium
BASM-02005,0.0364,0.997,0.0343,OP-B-095,ST-B-24,0.3493,medium
BASM-02006,0.0225,0.84,0.024,OP-B-116,ST-B-11,0.1719,low
BASM-02007,0.0241,0.904,0.0555,OP-B-101,ST-B-25,0.2309,low
BASM-02008,0.009,1.551,0.0592,OP-B-097,ST-B-25,0.4211,medium
BASM-02009,0.0161,0.52,0.0246,OP-B-096,ST-B-13,0.2829,medium
BASM-02010,0.0192,0.91,0.0545,OP-B-071,ST-B-24,0.1248,low
BASM-02011,0.0168,1.528,0.0707,OP-B-120,ST-B-17,0.3647,medium
BASM-02012,0.0158,0.729,0.0315,OP-B-006,ST-B-08,0.1193,low
BASM-02013,0.0201,0.8,0.0447,OP-B-005,ST-B-26,0.1952,low
BASM-02014,0.0137,0.776,0.1873,OP-B-079,ST-B-30,0.5949,high
BASM-02015,0.0267,1.046,0.1045,OP-B-106,ST-B-19,0.2703,medium
BASM-02016,0.0214,0.928,0.0724,OP-B-088,ST-B-12,0.2203,low
BASM-02017,0.0173,0.849,0.0081,OP-B-007,ST-B-14,0.0687,low
BASM-02018,0.0129,1.046,0.065,OP-B-063,ST-B-04,0.2287,low
BASM-02019,0.0123,0.465,0.0278,OP-B-130,ST-B-08,0.3121,medium
BASM-02020,0.0104,0.91,0.0356,OP-B-127,ST-B-14,0.204,low
BASM-02021,0.031,0.816,0.0786,OP-B-078,ST-B-02,0.3759,medium
BASM-02022,0.0257,1.314,0.0381,OP-B-119,ST-B-25,0.2662,medium
BASM-02023,0.0155,1.09,0.0628,OP-B-070,ST-B-01,0.1755,low
BASM-02024,0.0228,1.253,0.0121,OP-B-074,ST-B-22,0.29,medium
BASM-02025,0.0243,0.909,0.0384,OP-B-016,ST-B-05,0.2389,low
BASM-02026,0.0244,1.163,0.1133,OP-B-004,ST-B-13,0.4226,medium
BASM-02027,0.0233,0.906,0.0116,OP-B-026,ST-B-01,0.1141,low
BASM-02028,0.0293,0.71,0.1096,OP-B-013,ST-B-04,0.4967,medium
BASM-02029,0.0293,1.205,0.0355,OP-B-002,ST-B-23,0.2816,medium
BASM-02030,0.0267,1.276,0.0284,OP-B-022,ST-B-23,0.314,medium
BASM-02031,0.0133,0.911,0.0974,OP-B-087,ST-B-10,0.3117,medium
BASM-02032,0.0143,1.246,0.0082,OP-B-119,ST-B-07,0.1771,low
BASM-02033,0.0279,0.978,0.0782,OP-B-032,ST-B-21,0.2939,medium
BASM-02034,0.0056,1.289,0.0368,OP-B-087,ST-B-03,0.3406,medium
BASM-02035,0.028,0.634,0.0313,OP-B-103,ST-B-29,0.3485,medium
BASM-02036,0.0226,0.674,0.0659,OP-B-048,ST-B-15,0.2882,medium
BASM-02037,0.0218,0.978,0.0956,OP-B-005,ST-B-27,0.2456,low
BASM-02038,0.0066,1.072,0.0427,OP-B-022,ST-B-21,0.259,medium
BASM-02039,0.0276,1.158,0.0263,OP-B-092,ST-B-28,0.2686,medium
BASM-02040,0.0093,0.913,0.0361,OP-B-028,ST-B-11,0.2252,low
BASM-02041,0.0182,1.463,0.0221,OP-B-052,ST-B-21,0.2352,low
BASM-02042,0.0163,0.532,0.0033,OP-B-105,ST-B-18,0.2595,medium
BASM-02043,0.0258,0.817,0.0623,OP-B-085,ST-B-06,0.3034,medium
BASM-02044,0.0217,1.488,0.0467,OP-B-050,ST-B-21,0.33,medium
BASM-02045,0.0349,0.961,0.0665,OP-B-147,ST-B-24,0.3866,medium
BASM-02046,0.0156,1.293,0.1378,OP-B-052,ST-B-25,0.3707,medium
BASM-02047,0.0281,1.224,0.0264,OP-B-001,ST-B-11,0.2584,medium
BASM-02048,0.014,1.063,0.0162,OP-B-080,ST-B-15,0.0607,low
BASM-02049,0.0113,0.881,0.059,OP-B-131,ST-B-30,0.2991,medium
BASM-02050,0.0274,1.102,0.083,OP-B-066,ST-B-16,0.2893,medium
BASM-02051,0.0078,0.746,0.0336,OP-B-141,ST-B-24,0.2866,medium
BASM-02052,0.0101,0.793,0.0106,OP-B-102,ST-B-06,0.1906,low
BASM-02053,0.0359,0.789,0.0038,OP-B-118,ST-B-30,0.2315,low
BASM-02054,0.0169,1.382,0.0895,OP-B-005,ST-B-10,0.3924,medium
BASM-02055,0.0068,1.297,0.0738,OP-B-056,ST-B-18,0.4537,medium
BASM-02056,0.0269,0.371,0.0446,OP-B-024,ST-B-22,0.4002,medium
BASM-02057,0.0126,1.391,0.0329,OP-B-034,ST-B-03,0.3197,medium
BASM-02058,0.011,1.054,0.0225,OP-B-126,ST-B-21,0.1953,low
BASM-02059,0.0281,1.009,0.0245,OP-B-015,ST-B-26,0.1969,low
BASM-02060,0.0129,1.283,0.055,OP-B-074,ST-B-06,0.2456,low
BASM-02061,0.0125,1.29,0.0464,OP-B-089,ST-B-21,0.2756,medium
BASM-02062,0.0154,0.999,0.027,OP-B-067,ST-B-10,0.0777,low
BASM-02063,0.018,1.156,0.1088,OP-B-091,ST-B-02,0.3453,medium
BASM-02064,0.0094,1.082,0.1911,OP-B-062,ST-B-07,0.5478,high
BASM-02065,0.014,0.784,0.0238,OP-B-096,ST-B-16,0.166,low
BASM-02066,0.0195,1.058,0.0627,OP-B-148,ST-B-26,0.187,low
BASM-02067,0.0021,0.762,0.0327,OP-B-103,ST-B-10,0.4344,medium
BASM-02068,0.0159,1.063,0.0144,OP-B-082,ST-B-19,0.0471,low
BASM-02069,0.0328,1.342,0.0316,OP-B-060,ST-B-09,0.3374,medium
BASM-02070,0.0219,0.952,0.0459,OP-B-063,ST-B-14,0.2059,low
BASM-02071,0.0103,1.593,0.0627,OP-B-107,ST-B-15,0.4232,medium
BASM-02072,0.0224,0.51,0.0923,OP-B-139,ST-B-01,0.4509,medium
BASM-02073,0.0168,0.623,0.0229,OP-B-036,ST-B-29,0.2183,low
BASM-02074,0.0234,0.877,0.0649,OP-B-130,ST-B-11,0.2307,low
BASM-02075,0.026,1.242,0.0457,OP-B-113,ST-B-05,0.282,medium
