inspection_id,vibration_rms,kurtosis,temperature,hardness_check,roundness_check,inspection_result,inspection_risk_score,inspection_risk_level
BINSP-02066,0.7457,3.8923,51.98,63.64,2.538,pass,0.2086,low
BINSP-02067,1.1349,5.7531,48.98,55.4,3.542,pass,0.32,medium
BINSP-02068,0.3243,3.4258,47.96,60.87,2.608,pass,0.1188,low
BINSP-02069,0.6432,5.7003,55.36,57.32,3.98,pass,0.2818,medium
BINSP-02070,0.9732,3.7877,50.43,62.22,1.861,pass,0.1881,low
BINSP-02071,0.9104,4.697,55.09,58.94,3.113,pass,0.2452,low
BINSP-02072,1.0092,4.66,51.73,61.82,2.392,pass,0.2129,low
BINSP-02073,1.1964,3.3526,55.91,57.82,4.043,pass,0.2695,medium
BINSP-02074,1.0747,5.4342,55.08,60.48,3.897,pass,0.2579,medium
BINSP-02075,1.0425,4.8189,47.47,65.18,3.797,pass,0.2713,medium
BINSP-02076,0.9335,3.4974,49.76,60.84,2.955,pass,0.1745,low
BINSP-02077,1.3075,4.8888,45.13,60.74,2.103,pass,0.2046,low
BINSP-02078,0.843,4.6759,49.11,61.88,2.412,pass,0.1936,low
BINSP-02079,0.9633,5.3105,50.51,63.12,3.563,pass,0.2521,medium
BINSP-02080,0.3142,3.3439,53.45,59.2,2.605,pass,0.1601,low
BINSP-02081,1.1004,5.1692,44.75,64.39,1.301,pass,0.2314,low
BINSP-02082,0.8783,4.2472,52.64,60.84,3.05,pass,0.1963,low
BINSP-02083,0.5015,4.4354,43.51,59.84,2.229,pass,0.1474,low
BINSP-02084,0.8091,4.8151,52.23,65.32,4.033,pass,0.2756,medium
BINSP-02085,0.8789,5.4375,52.59,60.25,3.16,pass,0.2303,low
BINSP-02086,0.8066,4.3743,49.19,64.04,3.386,pass,0.2293,low
BINSP-02087,1.3054,5.5825,57.11,60.27,3.22,pass,0.2793,medium
BINSP-02088,0.9271,3.8747,54.8,58.96,3.164,pass,0.2293,low
BINSP-02089,0.8917,4.6785,46.94,60.08,3.23,pass,0.2002,low
BINSP-02090,1.1949,4.7594,48.03,64.91,2.495,pass,0.2632,medium
BINSP-02091,0.7512,5.6275,52.9,63.55,3.245,pass,0.254,medium
BINSP-02092,1.0445,4.717,51.16,57.59,3.196,pass,0.2632,medium
BINSP-02093,0.9353,4.2283,52.46,62.42,3.849,pass,0.228,low
BINSP-02094,0.7003,5.0459,45.78,64.96,4.538,pass,0.2513,medium
BINSP-02095,0.8367,4.4731,47.56,58.72,3.352,pass,0.2162,low
BINSP-02096,0.6309,2.4369,49.11,61.41,3.29,pass,0.1373,low
BINSP-02097,0.8598,4.3076,51.62,61.97,4.073,pass,0.2172,low
BINSP-02098,1.1566,4.7372,54.12,59.74,3.565,pass,0.2537,medium
BINSP-02099,1.1046,4.9695,49.05,62.64,2.279,pass,0.2278,low
BINSP-02100,0.7814,3.7356,49.3,63.1,3.33,pass,0.2004,low
BINSP-02101,0.7125,3.8498,50.03,61.44,0.803,pass,0.145,low
BINSP-02102,1.5695,5.7743,49.72,62.87,3.353,pass,0.2957,medium
BINSP-02103,0.8166,4.541,51.76,62.5,2.083,pass,0.2034,low
BINSP-02104,0.9358,5.0754,49.18,63.5,3.04,pass,0.2403,low
BINSP-02105,0.9962,5.0435,50.9,63.67,2.218,pass,0.2425,low
BINSP-02106,0.6503,3.4893,44.24,57.92,2.435,pass,0.1729,low
BINSP-02107,1.2226,5.7263,50.47,57.17,2.64,pass,0.2933,medium
BINSP-02108,0.7191,4.2948,50.56,57.94,3.168,pass,0.2239,low
BINSP-02109,1.2627,4.7901,47.94,63.73,3.522,pass,0.263,medium
BINSP-02110,0.893,4.7444,50.68,60.65,2.518,pass,0.1972,low
BINSP-02111,1.2662,4.3461,56.25,62.84,3.352,pass,0.2671,medium
BINSP-02112,1.337,4.8482,48.15,61.12,3.859,pass,0.2351,low
BINSP-02113,1.1556,3.9983,47.82,62.29,2.209,pass,0.2017,low
BINSP-02114,0.5073,4.9086,45.19,60.47,3.632,pass,0.1705,low
BINSP-02115,1.0426,4.9608,51.24,61.8,3.454,pass,0.2322,low
BINSP-02116,1.2089,6.1274,50.76,61.5,3.565,pass,0.2625,medium
BINSP-02117,0.7042,2.9909,50.04,59.42,3.832,pass,0.1807,low
BINSP-02118,0.6621,4.1576,51.81,61.84,0.676,pass,0.1581,low
BINSP-02119,1.2227,6.5144,48.09,58.37,4.138,pass,0.301,medium
BINSP-02120,0.5819,4.2432,52.32,61.65,3.117,pass,0.1822,low
BINSP-02121,0.7569,5.2691,53.79,62.86,2.677,pass,0.2331,low
BINSP-02122,1.2518,4.5567,54.24,61.74,3.293,pass,0.2463,low
BINSP-02123,1.1723,5.9453,55.57,58.12,2.548,pass,0.296,medium
BINSP-02124,0.5382,5.09,47.12,63.07,3.049,pass,0.1989,low
BINSP-02125,1.0081,2.4537,47.92,62.83,2.33,pass,0.1702,low
BINSP-02126,0.7869,3.9826,50.6,59.55,3.246,pass,0.1993,low
BINSP-02127,1.2204,6.1411,56.51,61.86,3.327,pass,0.2856,medium
BINSP-02128,1.0997,5.1805,47.45,63.29,2.274,pass,0.236,low
BINSP-02129,0.7311,4.2379,54.99,60.18,3.1,pass,0.2042,low
BINSP-02130,1.064,5.7906,52.02,56.78,4.211,pass,0.3133,medium
BINSP-02131,1.0142,5.0729,54.56,60.86,2.323,pass,0.22,low
BINSP-02132,0.7869,4.6806,50.36,60.0,2.021,pass,0.1911,low
BINSP-02133,0.8607,2.566,52.64,60.84,2.861,pass,0.1592,low
BINSP-02134,1.0696,3.4519,59.27,61.01,3.392,pass,0.2185,low
BINSP-02135,1.0686,4.9808,54.7,61.85,4.332,pass,0.2574,medium
BINSP-02136,1.046,4.8628,53.06,63.17,2.543,pass,0.2462,low
BINSP-02137,0.4911,4.5332,44.7,60.55,2.172,pass,0.1414,low
BINSP-02138,0.8601,4.3249,47.41,59.69,2.545,pass,0.1902,low
BINSP-02139,0.88,5.4458,50.74,61.87,2.894,pass,0.2229,low
BINSP-02140,1.2367,5.7023,58.77,61.97,2.521,pass,0.2776,medium
BINSP-02141,0.8542,5.2537,45.19,59.74,1.12,pass,0.1829,low
BINSP-02142,0.4904,4.3376,50.53,59.56,2.526,pass,0.1763,low
BINSP-02143,0.7269,3.8085,47.87,66.25,3.16,pass,0.2382,low
BINSP-02144,0.9233,4.2601,51.61,62.66,2.827,pass,0.2162,low
BINSP-02145,1.2472,5.7578,51.06,60.24,3.355,pass,0.2603,medium
BINSP-02146,1.0446,5.8975,49.08,61.6,3.401,pass,0.24,low
BINSP-02147,0.7955,4.0858,43.57,61.3,3.133,pass,0.1596,low
BINSP-02148,0.9875,3.512,52.02,60.64,2.496,pass,0.1838,low
BINSP-02149,0.9074,3.5668,46.91,62.02,3.599,pass,0.185,low
BINSP-02150,1.2601,4.1539,54.07,68.02,3.09,pass,0.33,medium
BINSP-02151,1.223,4.6203,59.26,62.37,2.366,pass,0.2608,medium
BINSP-02152,0.4768,4.6965,47.89,64.74,1.872,pass,0.2001,low
BINSP-02153,0.7719,2.8356,52.68,58.74,2.812,pass,0.1893,low
BINSP-02154,0.9927,4.1474,50.38,60.44,3.836,pass,0.2103,low
BINSP-02155,0.6239,5.2348,52.47,63.06,3.265,pass,0.2285,low
BINSP-02156,0.635,4.0379,49.92,59.36,2.989,pass,0.1871,low
BINSP-02157,0.8854,4.791,47.49,60.77,2.402,pass,0.1836,low
BINSP-02158,0.7951,4.5894,48.42,61.33,2.061,pass,0.1737,low
BINSP-02159,0.7258,4.1599,50.1,64.25,4.354,pass,0.2372,low
BINSP-02160,0.8209,5.9413,51.09,65.05,3.548,pass,0.2852,medium
BINSP-02161,0.9858,3.7462,45.07,60.93,2.21,pass,0.157,low
BINSP-02162,1.0908,5.5231,56.43,61.06,3.38,pass,0.2524,medium
BINSP-02163,0.8654,5.3108,52.51,60.83,1.579,pass,0.1988,low
BINSP-02164,1.1798,4.3071,48.07,56.92,3.462,pass,0.2673,medium
BINSP-02165,1.2689,4.409,45.69,60.69,3.194,pass,0.2079,low
BINSP-02166,0.8889,4.4106,47.23,58.51,3.43,pass,0.2216,low
BINSP-02167,1.0005,4.4879,48.09,60.54,2.155,pass,0.1884,low
BINSP-02168,0.8611,1.9972,42.29,57.35,1.272,pass,0.1461,low
BINSP-02169,0.5756,5.7062,52.28,61.89,1.393,pass,0.1938,low
BINSP-02170,1.4939,4.7334,50.91,60.34,3.911,pass,0.262,medium
BINSP-02171,0.7551,5.6356,49.51,61.77,1.625,pass,0.1968,low
BINSP-02172,0.8562,4.0447,50.27,57.59,2.559,pass,0.2256,low
BINSP-02173,0.6238,4.1374,40.34,61.46,3.504,pass,0.1443,low
BINSP-02174,0.7054,3.7751,45.57,63.11,1.523,pass,0.1615,low
BINSP-02175,1.2958,5.2637,54.35,62.63,2.914,pass,0.2727,medium
BINSP-02176,1.2788,6.3097,53.01,61.5,2.555,pass,0.2666,medium
BINSP-02177,1.1802,5.275,48.99,59.62,2.536,pass,0.2383,low
BINSP-02178,0.6643,4.9421,53.98,57.61,1.907,pass,0.2343,low
BINSP-02179,1.3145,5.4667,53.68,61.43,3.262,pass,0.262,medium
BINSP-02180,1.2825,3.7846,43.56,58.7,2.787,pass,0.2142,low
BINSP-02181,1.1494,6.265,51.03,64.85,2.983,pass,0.3052,medium
BINSP-02182,0.9164,4.8117,50.77,58.24,3.04,pass,0.243,low
BINSP-02183,1.1278,5.4382,53.95,64.08,4.196,pass,0.3,medium
BINSP-02184,0.9081,4.7031,48.8,64.46,2.797,pass,0.2411,low
BINSP-02185,0.7811,4.4555,40.55,64.4,2.862,pass,0.1991,low
BINSP-02186,1.2001,4.3201,50.53,62.98,2.21,pass,0.2309,low
BINSP-02187,0.8945,3.9112,49.48,60.87,3.21,pass,0.1817,low
BINSP-02188,1.0374,4.0325,46.18,64.58,1.067,pass,0.2091,low
BINSP-02189,0.5638,3.6252,46.23,62.9,2.471,pass,0.1589,low
BINSP-02190,0.9108,4.9288,50.55,59.79,3.382,pass,0.2249,low
BINSP-02191,1.0134,5.1781,54.17,63.11,2.834,pass,0.2565,medium
BINSP-02192,1.1011,3.9068,55.42,60.31,3.858,pass,0.2325,low
BINSP-02193,0.6909,4.2583,56.69,64.56,3.013,pass,0.2475,low
BINSP-02194,0.8701,4.6153,50.81,60.94,3.177,pass,0.197,low
BINSP-02195,0.8886,5.0749,52.83,63.2,2.939,pass,0.2436,low
BINSP-02196,1.1397,5.6058,49.43,56.56,4.276,pass,0.3103,medium
BINSP-02197,1.1401,5.986,48.41,59.24,3.791,pass,0.2685,medium
BINSP-02198,0.4349,4.9714,46.48,64.41,2.231,pass,0.1974,low
BINSP-02199,0.7381,4.0859,47.18,63.96,2.236,pass,0.1968,low
BINSP-02200,1.4351,5.2499,56.26,60.19,1.99,pass,0.2655,medium
BINSP-02201,0.8609,4.0396,43.39,59.1,2.411,pass,0.1782,low
BINSP-02202,0.8213,4.3711,51.03,63.69,2.865,pass,0.2251,low
BINSP-02203,0.8669,4.9693,51.03,60.24,3.521,pass,0.2192,low
BINSP-02204,0.9698,3.972,50.47,62.82,2.931,pass,0.2135,low
BINSP-02205,1.2386,5.7823,45.34,62.47,2.99,pass,0.2471,low
BINSP-02206,0.5475,3.5378,50.2,59.61,3.072,pass,0.169,low
BINSP-02207,1.0144,4.6966,48.7,63.07,3.182,pass,0.232,low
BINSP-02208,1.0186,5.3725,56.45,59.21,2.636,pass,0.2613,medium
BINSP-02209,0.8122,4.4521,46.49,62.42,2.562,pass,0.188,low
BINSP-02210,1.0702,5.5071,49.6,65.91,2.772,pass,0.2929,medium
BINSP-02211,1.2041,6.297,51.97,59.35,2.028,pass,0.2684,medium
BINSP-02212,0.7995,4.1581,48.99,63.02,3.768,pass,0.2131,low
BINSP-02213,1.4229,5.2831,51.71,61.11,2.739,pass,0.2484,low
BINSP-02214,0.954,4.0644,49.52,58.26,2.757,pass,0.2227,low
BINSP-02215,0.9521,5.7225,56.69,61.36,3.792,pass,0.2568,medium
BINSP-02216,1.0588,6.1523,50.46,64.01,2.584,pass,0.2772,medium
BINSP-02217,0.8622,5.3591,51.81,63.48,1.728,pass,0.2337,low
BINSP-02218,1.1633,5.3284,48.89,63.13,3.732,pass,0.2633,medium
BINSP-02219,0.9564,4.2241,45.96,60.52,3.519,pass,0.1894,low
BINSP-02220,0.6599,5.9047,52.36,64.77,2.477,pass,0.2602,medium
BINSP-02221,0.9376,3.8772,52.13,61.51,3.567,pass,0.203,low
BINSP-02222,0.8292,4.3562,48.48,60.69,2.245,pass,0.1736,low
BINSP-02223,1.0671,5.3624,53.74,61.23,3.402,pass,0.2411,low
BINSP-02224,1.0196,4.5903,43.43,60.95,1.508,pass,0.1619,low
BINSP-02225,1.0303,6.6564,51.73,60.48,2.236,pass,0.248,low
BINSP-02226,0.6047,4.4461,50.2,66.13,3.302,pass,0.2501,medium
BINSP-02227,1.0092,4.7408,52.44,61.73,1.708,pass,0.2074,low
BINSP-02228,1.3746,5.7281,50.2,58.3,2.785,pass,0.2881,medium
BINSP-02229,0.8147,3.5098,44.23,58.51,1.498,pass,0.165,low
BINSP-02230,1.201,5.3537,59.47,59.29,4.122,pass,0.3008,medium
BINSP-02231,0.9535,4.4544,52.33,61.75,1.644,pass,0.1969,low
BINSP-02232,0.7896,4.1338,52.01,59.62,2.6,pass,0.1986,low
BINSP-02233,0.3854,5.4935,43.82,55.12,3.586,pass,0.2485,low
BINSP-02234,0.9693,4.3311,46.04,64.41,3.712,pass,0.2389,low
BINSP-02235,1.0722,5.4014,50.92,63.53,3.095,pass,0.2636,medium
BINSP-02236,0.8838,5.5351,46.83,62.53,3.856,pass,0.2331,low
BINSP-02237,0.4805,5.0173,46.24,60.63,1.558,pass,0.1469,low
BINSP-02238,1.138,4.7016,52.51,56.87,4.12,pass,0.296,medium
BINSP-02239,0.7955,4.8369,48.4,63.92,2.459,pass,0.2223,low
BINSP-02240,0.8454,5.8387,53.72,57.67,2.837,pass,0.2746,medium
BINSP-02241,1.0379,5.1438,56.93,57.77,3.441,pass,0.291,medium
BINSP-02242,0.6078,3.4743,48.86,58.54,3.153,pass,0.1846,low
BINSP-02243,0.6419,3.2728,46.74,60.2,2.831,pass,0.1471,low
BINSP-02244,1.0805,4.9359,51.7,63.21,2.491,pass,0.2455,low
BINSP-02245,1.0516,4.9181,55.51,62.13,4.627,pass,0.2654,medium
BINSP-02246,0.9242,4.6607,51.39,58.71,3.978,pass,0.2467,low
BINSP-02247,0.7902,2.8309,54.26,59.62,4.29,pass,0.2005,low
BINSP-02248,0.8101,5.9101,49.32,64.76,3.004,pass,0.267,medium
BINSP-02249,0.8446,5.1233,48.44,55.86,2.82,pass,0.2692,medium
BINSP-02250,1.0147,5.7362,47.26,59.48,1.431,pass,0.2187,low
BINSP-02251,1.0023,4.0759,52.78,65.22,2.318,pass,0.2545,medium
BINSP-02252,1.0252,4.5535,50.05,59.73,2.521,pass,0.2146,low
BINSP-02253,0.7053,2.7977,44.71,58.7,1.689,pass,0.1439,low
BINSP-02254,0.6722,5.5859,54.14,60.78,3.352,pass,0.218,low
BINSP-02255,0.7894,5.0288,50.75,55.71,2.784,pass,0.273,medium
BINSP-02256,1.1847,4.6103,59.77,62.86,4.093,pass,0.2877,medium
BINSP-02257,1.3165,4.456,49.73,64.42,3.304,pass,0.274,medium
BINSP-02258,0.7907,4.1573,51.68,62.84,2.79,pass,0.2072,low
BINSP-02259,0.8541,5.0518,55.39,62.74,2.767,pass,0.2404,low
BINSP-02260,0.9278,4.4947,48.01,60.1,1.495,pass,0.1816,low
BINSP-02261,0.616,3.6836,48.16,61.74,1.65,pass,0.1431,low
BINSP-02262,0.5864,2.9123,48.48,60.85,2.833,pass,0.1321,low
BINSP-02263,0.8351,5.6628,54.47,60.37,3.437,pass,0.2395,low
BINSP-02264,0.9046,5.1198,52.16,60.37,3.48,pass,0.2263,low
BINSP-02265,1.2697,3.3829,44.7,60.69,2.249,pass,0.1729,low
BINSP-02266,1.1515,6.4284,52.46,59.4,2.823,pass,0.2778,medium
BINSP-02267,1.1072,4.7128,51.87,63.32,2.34,pass,0.2433,low
BINSP-02268,0.508,4.0416,53.38,59.8,3.361,pass,0.1876,low
BINSP-02269,1.2812,5.1406,51.46,64.0,2.92,pass,0.2801,medium
BINSP-02270,0.6271,4.7107,50.45,61.24,3.111,pass,0.1823,low
BINSP-02271,1.0048,6.075,45.15,61.75,2.386,pass,0.2176,low
BINSP-02272,0.7076,4.9936,51.4,61.68,2.331,pass,0.194,low
BINSP-02273,0.9353,4.9243,56.39,63.26,3.96,pass,0.2691,medium
BINSP-02274,0.9156,4.1533,47.43,66.41,2.789,pass,0.2552,medium
BINSP-02275,0.8264,4.8481,43.69,62.67,2.695,pass,0.1927,low
BINSP-02276,0.9878,5.3402,57.52,60.52,3.002,pass,0.2468,low
BINSP-02277,1.0826,4.6898,47.91,60.22,2.753,pass,0.2096,low
BINSP-02278,0.9929,4.9697,51.64,61.08,2.574,pass,0.2088,low
BINSP-02279,1.1333,4.3544,53.92,58.85,3.024,pass,0.2505,medium
BINSP-02280,0.9424,3.767,46.2,60.33,1.431,pass,0.1578,low
BINSP-02281,1.1667,5.6628,55.26,59.99,3.148,pass,0.2681,medium
BINSP-02282,1.0604,2.8192,49.62,58.01,3.167,pass,0.2144,low
BINSP-02283,0.7513,4.5885,52.47,63.57,2.571,pass,0.224,low
BINSP-02284,0.5185,3.969,45.75,62.18,1.522,pass,0.1387,low
BINSP-02285,0.9256,5.3573,49.19,59.82,4.382,pass,0.2415,low
BINSP-02286,0.7397,4.9014,47.81,62.31,2.94,pass,0.1992,low
BINSP-02287,0.7501,5.3568,48.27,59.32,1.218,pass,0.1954,low
BINSP-02288,1.102,6.1594,50.4,60.87,3.748,pass,0.2509,medium
BINSP-02289,0.6405,4.0522,47.28,62.41,3.871,pass,0.186,low
BINSP-02290,0.6824,6.0899,56.46,61.72,2.684,pass,0.2362,low
BINSP-02291,1.0914,4.6605,52.34,62.71,3.538,pass,0.248,low
BINSP-02292,0.9951,5.2595,50.06,61.98,2.056,pass,0.2166,low
BINSP-02293,0.8298,5.2121,47.87,62.48,2.301,pass,0.2069,low
BINSP-02294,1.2174,4.9912,45.97,59.04,1.706,pass,0.2238,low
BINSP-02295,0.8925,4.9393,58.64,58.97,3.831,pass,0.2689,medium
BINSP-02296,0.9524,5.0014,55.62,58.34,3.057,pass,0.2644,medium
BINSP-02297,0.764,4.1955,54.27,63.15,3.174,pass,0.224,low
BINSP-02298,1.2777,4.2146,54.58,62.28,2.732,pass,0.2438,low
BINSP-02299,0.673,5.1272,53.2,55.8,2.15,pass,0.2659,medium
BINSP-02300,0.9109,4.757,53.92,64.37,2.073,pass,0.2497,low
BINSP-02301,0.656,4.7744,44.9,59.78,1.731,pass,0.1649,low
BINSP-02302,0.841,3.8517,53.41,61.17,2.245,pass,0.1789,low
BINSP-02303,0.9649,4.6306,53.56,57.63,3.024,pass,0.2612,medium
BINSP-02304,1.1946,5.2557,51.34,60.97,2.345,pass,0.2244,low
BINSP-02305,1.0926,2.9813,47.19,58.41,2.769,pass,0.2009,low
BINSP-02306,0.7745,4.6359,44.97,65.42,2.72,pass,0.2307,low
BINSP-02307,0.8315,4.4417,48.76,59.9,2.848,pass,0.1955,low
BINSP-02308,0.7748,5.1303,49.04,62.24,2.779,pass,0.2074,low
BINSP-02309,0.8879,3.7018,49.53,58.8,2.247,pass,0.1966,low
BINSP-02310,0.7319,3.8269,39.66,60.52,2.508,pass,0.1318,low
BINSP-02311,0.8016,3.89,55.52,58.83,2.987,pass,0.2229,low
BINSP-02312,0.9917,4.8564,53.81,61.22,3.291,pass,0.2245,low
BINSP-02313,1.0009,4.8877,54.46,58.16,2.791,pass,0.2611,medium
BINSP-02314,1.1108,5.2303,52.03,63.3,3.452,pass,0.2675,medium
BINSP-02315,1.1042,4.7751,51.47,58.41,1.801,pass,0.2405,low
BINSP-02316,0.8069,4.3426,52.01,61.6,3.6,pass,0.2042,low
BINSP-02317,1.0474,4.569,52.64,61.75,0.991,pass,0.199,low
BINSP-02318,1.2815,4.3169,48.76,58.01,2.434,pass,0.2485,low
BINSP-02319,0.6756,5.5989,47.66,59.83,2.52,pass,0.2009,low
BINSP-02320,1.3042,4.8996,49.58,59.01,3.075,pass,0.2572,medium
BINSP-02321,1.2015,6.6115,62.14,64.71,3.23,pass,0.3544,medium
BINSP-02322,1.2483,5.4,58.3,60.75,3.543,pass,0.2723,medium
BINSP-02323,0.5037,3.6367,45.47,58.63,2.537,pass,0.1601,low
BINSP-02324,0.6496,4.0406,52.22,62.07,3.413,pass,0.1924,low
BINSP-02325,0.7364,4.6539,51.33,60.43,2.357,pass,0.1877,low
BINSP-02326,1.0459,5.8185,55.57,59.96,2.523,pass,0.2565,medium
BINSP-02327,0.6176,2.9858,49.15,63.53,1.168,pass,0.1537,low
BINSP-02328,1.032,3.8988,48.41,64.6,2.812,pass,0.2348,low
BINSP-02329,0.9402,4.468,48.75,65.11,3.07,pass,0.2516,medium
BINSP-02330,1.1682,5.5878,57.52,62.32,2.166,pass,0.2672,medium
BINSP-02331,0.8435,5.4651,50.19,59.25,2.666,pass,0.2292,low
BINSP-02332,0.7954,4.8628,45.5,60.0,2.966,pass,0.1903,low
BINSP-02333,0.9653,3.7141,48.64,59.4,2.532,pass,0.1938,low
BINSP-02334,0.8941,4.4146,51.67,62.69,2.161,pass,0.2099,low
BINSP-02335,0.5915,4.6246,53.52,59.08,1.203,pass,0.1907,low
BINSP-02336,1.3178,3.9712,55.82,60.59,2.348,pass,0.2284,low
BINSP-02337,1.2219,6.3033,55.57,63.58,3.305,pass,0.3113,medium
BINSP-02338,0.8327,4.121,51.86,64.41,3.927,pass,0.2473,low
BINSP-02339,1.0936,5.4774,58.03,61.39,3.947,pass,0.2688,medium
BINSP-02340,1.1395,4.2832,46.85,62.0,1.797,pass,0.1937,low
BINSP-02341,0.9574,4.7592,51.57,61.66,3.863,pass,0.2259,low
BINSP-02342,0.9378,5.8882,48.83,58.7,2.284,pass,0.2435,low
BINSP-02343,1.0023,5.0598,47.46,59.76,3.096,pass,0.2208,low
BINSP-02344,1.1222,5.3036,53.31,58.65,2.644,pass,0.2652,medium
BINSP-02345,1.0778,3.6015,55.31,63.29,0.9,pass,0.2129,low
BINSP-02346,0.9404,6.3838,58.0,57.66,3.217,pass,0.3114,medium
BINSP-02347,0.9815,5.2881,50.5,60.69,3.239,pass,0.2219,low
BINSP-02348,1.1643,4.3942,52.95,60.54,3.662,pass,0.2327,low
BINSP-02349,0.767,3.7646,50.68,61.37,3.443,pass,0.18,low
BINSP-02350,0.7173,3.5066,47.31,58.93,2.595,pass,0.1752,low
BINSP-02351,0.7898,3.6071,49.09,60.94,2.385,pass,0.1558,low
BINSP-02352,0.7019,5.3237,44.18,57.51,2.296,pass,0.2176,low
BINSP-02353,0.6292,2.861,52.33,60.84,2.296,pass,0.1407,low
BINSP-02354,0.6363,3.755,46.19,60.0,2.387,pass,0.1521,low
BINSP-02355,1.1256,4.0417,51.45,63.91,2.68,pass,0.2428,low
BINSP-02356,0.8367,5.0426,46.93,59.05,2.746,pass,0.2131,low
BINSP-02357,0.9031,5.0507,51.09,62.93,2.84,pass,0.2331,low
BINSP-02358,0.7549,3.8998,41.75,61.28,3.041,pass,0.1454,low
BINSP-02359,0.9083,4.9342,48.41,61.33,2.444,pass,0.1932,low
BINSP-02360,1.0425,5.1974,51.31,59.79,2.858,pass,0.2361,low
BINSP-02361,0.9403,4.2774,47.12,60.99,2.864,pass,0.1783,low
BINSP-02362,0.9089,3.8487,52.22,60.66,0.781,pass,0.1646,low
BINSP-02363,0.8366,5.8908,54.24,61.71,2.642,pass,0.235,low
BINSP-02364,1.0649,5.2436,51.31,60.65,1.821,pass,0.2132,low
BINSP-02365,1.0941,6.1541,54.39,62.01,2.892,pass,0.2667,medium
BINSP-02366,0.9548,4.1249,44.27,62.53,2.059,pass,0.1797,low
BINSP-02367,1.0812,4.5464,49.37,56.58,1.77,pass,0.2543,medium
BINSP-02368,1.1188,3.777,50.78,56.63,2.267,pass,0.2516,medium
BINSP-02369,1.0713,3.9121,54.59,67.63,2.713,pass,0.3031,medium
BINSP-02370,0.6219,3.9772,49.08,60.49,3.359,pass,0.1696,low
BINSP-02371,1.1766,6.9023,55.91,60.63,4.138,pass,0.2981,medium
BINSP-02372,0.4993,4.8693,47.72,60.69,2.172,pass,0.1568,low
BINSP-02373,0.9552,4.5422,50.22,58.99,1.846,pass,0.2129,low
BINSP-02374,0.9424,5.7029,57.09,58.51,3.19,pass,0.2818,medium
BINSP-02375,0.6746,4.8326,44.46,61.69,1.644,pass,0.157,low
BINSP-02376,1.0155,4.8146,49.18,60.68,3.754,pass,0.2166,low
BINSP-02377,0.5727,4.3816,49.68,58.94,3.494,pass,0.2011,low
BINSP-02378,1.1188,4.175,40.18,59.24,2.778,pass,0.1906,low
BINSP-02379,1.1611,4.1616,44.11,58.94,2.203,pass,0.2044,low
BINSP-02380,1.1467,5.3214,51.9,62.29,3.072,pass,0.2517,medium
BINSP-02381,1.3761,5.7347,54.91,60.51,2.357,pass,0.2661,medium
BINSP-02382,1.206,5.3448,53.69,60.12,3.021,pass,0.2557,medium
BINSP-02383,0.9105,4.8777,52.9,62.19,2.304,pass,0.2186,low
BINSP-02384,0.8304,4.2945,50.7,61.58,2.605,pass,0.1883,low
BINSP-02385,0.924,5.1839,51.28,61.44,3.757,pass,0.2265,low
BINSP-02386,0.8754,5.911,52.89,60.28,3.47,pass,0.2437,low
BINSP-02387,1.1762,6.0364,47.22,62.7,3.186,pass,0.2599,medium
BINSP-02388,0.8727,4.0729,49.07,58.62,3.109,pass,0.2144,low
BINSP-02389,0.5009,3.9055,44.03,58.96,2.63,pass,0.1566,low
BINSP-02390,0.7266,5.277,51.67,62.4,4.038,pass,0.2334,low
BINSP-02391,0.6554,3.9119,40.53,59.39,2.583,pass,0.1488,low
BINSP-02392,1.0446,3.2874,50.64,60.45,1.201,pass,0.166,low
BINSP-02393,1.09,4.5117,50.65,61.15,2.713,pass,0.2059,low
BINSP-02394,1.0169,4.6119,49.29,60.99,2.928,pass,0.1986,low
BINSP-02395,1.0657,3.1628,50.52,64.41,2.417,pass,0.2221,low
BINSP-02396,0.8706,4.0177,50.06,63.56,3.47,pass,0.2236,low
BINSP-02397,0.9187,5.2204,52.54,61.26,3.622,pass,0.2267,low
BINSP-02398,0.9967,4.5443,47.95,63.22,4.974,pass,0.2489,low
BINSP-02399,1.1692,4.1791,48.84,68.14,3.096,pass,0.3082,medium
BINSP-02400,0.9954,4.1044,51.92,61.91,2.867,pass,0.2084,low
BINSP-02401,1.2229,5.2492,51.95,56.68,3.675,pass,0.3086,medium
BINSP-02402,0.8999,4.89,49.17,60.21,1.94,pass,0.1952,low
BINSP-02403,0.9828,2.8855,52.32,58.81,3.162,pass,0.2073,low
BINSP-02404,1.1672,4.3961,47.86,61.93,2.16,pass,0.2046,low
BINSP-02405,0.7499,4.678,50.51,61.37,3.764,pass,0.2004,low
BINSP-02406,0.4962,3.4918,50.66,60.97,3.827,pass,0.1547,low
BINSP-02407,0.7616,3.0705,40.47,59.2,3.576,pass,0.1542,low
BINSP-02408,0.9983,4.6966,49.1,58.31,4.093,pass,0.2524,medium
BINSP-02409,0.992,4.2293,54.17,60.0,1.819,pass,0.2072,low
BINSP-02410,0.5442,4.3076,47.63,62.36,3.7,pass,0.1825,low
BINSP-02411,1.0388,4.4329,51.0,61.04,3.296,pass,0.2072,low
BINSP-02412,1.2359,4.8911,52.78,59.77,3.543,pass,0.2573,medium
BINSP-02413,0.757,3.8673,49.83,59.59,2.821,pass,0.1867,low
