component_uid,component_code,component_name,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,oil_age_ratio,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,pipe_design_id,pipe_design_risk_score,design_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
HCU-01103,C002,方向控制阀,HDES-00141,HMAT-00585,HMAN-00325,HASM-01103,HOPR-01103,3127.7,0.2731,0.3669,0.3649,0.2357,0.3414,,0.0,0.1406,HINSP-01103,0.1938,0.2794,medium
HCU-01104,C012,卸荷阀,HDES-00800,HMAT-00118,HMAN-00045,HASM-01104,HOPR-01104,5322.5,0.2154,0.3606,0.2098,0.1736,0.3044,,0.0,0.307,HINSP-01104,0.1779,0.2607,medium
HCU-01105,C012,卸荷阀,HDES-00060,HMAT-00377,HMAN-00859,HASM-01105,HOPR-01105,2913.5,0.2314,0.3388,0.4602,0.0839,0.2319,,0.0,0.3259,HINSP-01105,0.1974,0.2781,medium
HCU-01106,C002,方向控制阀,HDES-00080,HMAT-00155,HMAN-00123,HASM-01106,HOPR-01106,3355.1,0.5522,0.0091,0.3055,0.5337,0.4192,,0.0,0.0,HINSP-01106,0.1131,0.2435,low
HCU-01107,C009,单向阀,HDES-00135,HMAT-00260,HMAN-00941,HASM-01107,HOPR-01107,3531.6,0.1031,0.2427,0.1959,0.1553,0.2257,,0.0,0.2374,HINSP-01107,0.127,0.2023,low
HCU-01108,C011,管路总成,HDES-00858,HMAT-00225,HMAN-00961,HASM-01108,HOPR-01108,1041.5,0.4841,0.5291,0.4689,0.1725,0.2755,HPIP-00211,0.497,0.4164,HINSP-01108,0.1699,0.3471,medium
HCU-01109,C003,作动筒,HDES-00668,HMAT-00583,HMAN-00454,HASM-01109,HOPR-01109,2238.2,0.1565,0.4019,0.2863,0.357,0.2715,,0.0,0.2942,HINSP-01109,0.1538,0.3007,medium
HCU-01110,C010,节流阀,HDES-00903,HMAT-00218,HMAN-01115,HASM-01110,HOPR-01110,3530.9,0.3572,0.1566,0.2234,0.0806,0.3522,,0.0,0.318,HINSP-01110,0.1282,0.2208,low
HCU-01111,C011,管路总成,HDES-00090,HMAT-00266,HMAN-00554,HASM-01111,HOPR-01111,2373.8,0.7054,0.381,0.3061,0.1843,0.4546,HPIP-00212,0.5775,0.539,HINSP-01111,0.1561,0.3525,medium
HCU-01112,C007,过滤器,HDES-00959,HMAT-00477,HMAN-00219,HASM-01112,HOPR-01112,2328.5,0.13,0.5944,0.3159,0.1932,0.0989,,0.0,0.2213,HINSP-01112,0.1338,0.2591,medium
HCU-01113,C012,卸荷阀,HDES-00249,HMAT-00524,HMAN-00193,HASM-01113,HOPR-01113,3542.4,0.1038,0.2701,0.4162,0.3732,0.1099,,0.0,0.0024,HINSP-01113,0.1368,0.219,low
HCU-01114,C011,管路总成,HDES-00377,HMAT-00094,HMAN-00528,HASM-01114,HOPR-01114,4614.2,0.1033,0.2667,0.3422,0.3334,0.1802,HPIP-00213,0.2792,0.2961,HINSP-01114,0.1272,0.2643,medium
HCU-01115,C011,管路总成,HDES-00322,HMAT-00096,HMAN-00340,HASM-01115,HOPR-01115,2267.0,0.3955,0.2888,0.4891,0.2464,0.2344,HPIP-00214,0.4537,0.3463,HINSP-01115,0.1519,0.3021,medium
HCU-01116,C002,方向控制阀,HDES-00754,HMAT-00304,HMAN-00562,HASM-01116,HOPR-01116,3010.7,0.6316,0.2015,0.2935,0.2964,0.4687,,0.0,0.2991,HINSP-01116,0.1449,0.299,medium
HCU-01117,C006,冷却器,HDES-00206,HMAT-00584,HMAN-00845,HASM-01117,HOPR-01117,3938.4,0.4843,0.1421,0.3826,0.2818,0.3998,,0.0,0.1362,HINSP-01117,0.1401,0.2594,medium
HCU-01118,C010,节流阀,HDES-00027,HMAT-00129,HMAN-01075,HASM-01118,HOPR-01118,2894.3,0.4022,0.2799,0.2818,0.6433,0.3226,,0.0,0.1049,HINSP-01118,0.1667,0.3066,medium
HCU-01119,C011,管路总成,HDES-00328,HMAT-00255,HMAN-01079,HASM-01119,HOPR-01119,2060.7,0.2869,0.4993,0.08,0.4135,0.2162,HPIP-00215,0.3961,0.278,HINSP-01119,0.1292,0.2721,medium
HCU-01120,C011,管路总成,HDES-00847,HMAT-00251,HMAN-00751,HASM-01120,HOPR-01120,2049.8,0.1599,0.2082,0.2458,0.2385,0.1754,HPIP-00216,0.573,0.46,HINSP-01120,0.1473,0.2522,medium
HCU-01121,C010,节流阀,HDES-01186,HMAT-00035,HMAN-01074,HASM-01121,HOPR-01121,3047.6,0.1646,0.3781,0.2202,0.5288,0.1266,,0.0,0.0658,HINSP-01121,0.1549,0.2442,low
HCU-01122,C010,节流阀,HDES-01127,HMAT-00104,HMAN-00918,HASM-01122,HOPR-01122,1543.9,0.2431,0.2803,0.2509,0.2607,0.1261,,0.0,0.139,HINSP-01122,0.1889,0.2053,low
HCU-01123,C005,蓄能器,HDES-00340,HMAT-00245,HMAN-00801,HASM-01123,HOPR-01123,3707.7,0.4629,0.1183,0.1627,0.299,0.3636,,0.0,0.1163,HINSP-01123,0.1584,0.2101,low
HCU-01124,C001,液压泵总成,HDES-00441,HMAT-00596,HMAN-00542,HASM-01124,HOPR-01124,778.0,0.5752,0.3032,0.2564,0.1547,0.3221,,0.0,0.111,HINSP-01124,0.1442,0.2212,low
HCU-01125,C012,卸荷阀,HDES-00034,HMAT-00521,HMAN-00429,HASM-01125,HOPR-01125,2600.2,0.8338,0.5256,0.3812,0.2974,0.5584,,0.0,0.1405,HINSP-01125,0.1945,0.3616,medium
HCU-01126,C007,过滤器,HDES-01104,HMAT-00369,HMAN-01033,HASM-01126,HOPR-01126,5425.8,0.3984,0.2296,0.3928,0.4042,0.4032,,0.0,0.2832,HINSP-01126,0.1527,0.3246,medium
HCU-01127,C011,管路总成,HDES-00282,HMAT-00383,HMAN-00728,HASM-01127,HOPR-01127,2649.0,0.2947,0.168,0.1853,0.4072,0.2511,HPIP-00217,0.3237,0.32,HINSP-01127,0.1702,0.256,medium
HCU-01128,C008,液压油箱,HDES-00484,HMAT-00105,HMAN-00764,HASM-01128,HOPR-01128,1950.7,0.2062,0.3649,0.1202,0.2128,0.1399,,0.0,0.2517,HINSP-01128,0.0871,0.1991,low
HCU-01129,C008,液压油箱,HDES-01062,HMAT-00349,HMAN-00558,HASM-01129,HOPR-01129,7435.9,0.3981,0.0517,0.2377,0.3418,0.4404,,0.0,0.4694,HINSP-01129,0.1987,0.3036,medium
HCU-01130,C004,溢流阀,HDES-00007,HMAT-00312,HMAN-00779,HASM-01130,HOPR-01130,4466.1,0.5377,0.2268,0.1948,0.283,0.4092,,0.0,0.0423,HINSP-01130,0.1527,0.2257,low
HCU-01131,C008,液压油箱,HDES-00161,HMAT-00159,HMAN-00281,HASM-01131,HOPR-01131,1322.8,0.2609,0.3668,0.4264,0.19,0.1034,,0.0,0.0309,HINSP-01131,0.1622,0.2118,low
HCU-01132,C001,液压泵总成,HDES-00085,HMAT-00420,HMAN-00476,HASM-01132,HOPR-01132,1004.4,0.4358,0.3485,0.1346,0.3079,0.2641,,0.0,0.278,HINSP-01132,0.1718,0.2541,medium
HCU-01133,C007,过滤器,HDES-00886,HMAT-00142,HMAN-00660,HASM-01133,HOPR-01133,2305.2,0.2967,0.13,0.3247,0.1701,0.1791,,0.0,0.3339,HINSP-01133,0.1293,0.2183,low
HCU-01134,C011,管路总成,HDES-00214,HMAT-00361,HMAN-00552,HASM-01134,HOPR-01134,3652.3,0.7833,0.358,0.3796,0.2518,0.5503,HPIP-00218,0.3335,0.2479,HINSP-01134,0.1631,0.341,medium
HCU-01135,C008,液压油箱,HDES-00584,HMAT-00272,HMAN-00265,HASM-01135,HOPR-01135,9089.2,0.5003,0.2993,0.0772,0.3608,0.5521,,0.0,0.3029,HINSP-01135,0.1584,0.3055,medium
HCU-01136,C008,液压油箱,HDES-00009,HMAT-00445,HMAN-00506,HASM-01136,HOPR-01136,4045.4,0.1646,0.2218,0.1445,0.1156,0.1912,,0.0,0.073,HINSP-01136,0.1004,0.1436,low
HCU-01137,C005,蓄能器,HDES-00634,HMAT-00386,HMAN-00869,HASM-01137,HOPR-01137,2739.4,0.1557,0.2036,0.282,0.0657,0.1574,,0.0,0.0308,HINSP-01137,0.0908,0.1415,low
HCU-01138,C011,管路总成,HDES-00247,HMAT-00520,HMAN-00924,HASM-01138,HOPR-01138,3498.0,0.1275,0.2603,0.2744,0.1293,0.2241,HPIP-00219,0.6188,0.479,HINSP-01138,0.0941,0.2544,medium
HCU-01139,C007,过滤器,HDES-00358,HMAT-00089,HMAN-00189,HASM-01139,HOPR-01139,2587.4,0.3047,0.5625,0.2701,0.5567,0.201,,0.0,0.1945,HINSP-01139,0.1822,0.3285,medium
HCU-01140,C009,单向阀,HDES-00933,HMAT-00475,HMAN-00068,HASM-01140,HOPR-01140,2739.3,0.3223,0.3497,0.297,0.1827,0.2404,,0.0,0.0557,HINSP-01140,0.1323,0.2131,low
HCU-01141,C006,冷却器,HDES-00208,HMAT-00546,HMAN-01195,HASM-01141,HOPR-01141,3401.7,0.4977,0.3339,0.1728,0.287,0.3977,,0.0,0.1604,HINSP-01141,0.1541,0.2587,medium
HCU-01142,C004,溢流阀,HDES-01032,HMAT-00298,HMAN-00837,HASM-01142,HOPR-01142,1368.9,0.4378,0.2486,0.2156,0.3068,0.2401,,0.0,0.086,HINSP-01142,0.1318,0.2087,low
HCU-01143,C001,液压泵总成,HDES-01113,HMAT-00293,HMAN-01163,HASM-01143,HOPR-01143,2522.3,0.6796,0.3083,0.151,0.3071,0.5164,,0.0,0.2402,HINSP-01143,0.1018,0.2864,medium
HCU-01144,C001,液压泵总成,HDES-00359,HMAT-00470,HMAN-00801,HASM-01144,HOPR-01144,1145.9,0.5706,0.3292,0.1627,0.4677,0.4127,,0.0,0.1353,HINSP-01144,0.1148,0.281,medium
HCU-01145,C005,蓄能器,HDES-00995,HMAT-00357,HMAN-01025,HASM-01145,HOPR-01145,1970.6,0.3987,0.421,0.49,0.1535,0.2856,,0.0,0.0593,HINSP-01145,0.1239,0.2631,medium
HCU-01146,C007,过滤器,HDES-00149,HMAT-00309,HMAN-00050,HASM-01146,HOPR-01146,6718.8,0.1609,0.374,0.0813,0.2719,0.2682,,0.0,0.281,HINSP-01146,0.1443,0.2408,low
HCU-01147,C004,溢流阀,HDES-00184,HMAT-00515,HMAN-00994,HASM-01147,HOPR-01147,3732.4,0.6116,0.2248,0.3427,0.2609,0.3679,,0.0,0.1436,HINSP-01147,0.1525,0.2582,medium
HCU-01148,C005,蓄能器,HDES-00973,HMAT-00227,HMAN-00703,HASM-01148,HOPR-01148,2650.7,0.2777,0.2621,0.1447,0.1179,0.142,,0.0,0.4394,HINSP-01148,0.1813,0.2155,low
HCU-01149,C002,方向控制阀,HDES-00303,HMAT-00404,HMAN-00457,HASM-01149,HOPR-01149,2641.7,0.2287,0.318,0.208,0.3648,0.2233,,0.0,0.4543,HINSP-01149,0.1328,0.2914,medium
HCU-01150,C006,冷却器,HDES-00421,HMAT-00451,HMAN-00452,HASM-01150,HOPR-01150,3471.7,0.2986,0.3852,0.4512,0.2216,0.2605,,0.0,0.1318,HINSP-01150,0.1742,0.2755,medium
HCU-01151,C003,作动筒,HDES-01058,HMAT-00393,HMAN-00903,HASM-01151,HOPR-01151,6320.5,0.6106,0.1791,0.2672,0.1122,0.536,,0.0,0.0674,HINSP-01151,0.1302,0.2295,low
HCU-01152,C005,蓄能器,HDES-00620,HMAT-00534,HMAN-00499,HASM-01152,HOPR-01152,5409.2,0.368,0.2405,0.4269,0.2066,0.2556,,0.0,0.1514,HINSP-01152,0.1585,0.2463,low
HCU-01153,C007,过滤器,HDES-00902,HMAT-00020,HMAN-00015,HASM-01153,HOPR-01153,4079.9,0.6552,0.4739,0.5208,0.3059,0.43,,0.0,0.2843,HINSP-01153,0.1926,0.3799,medium
HCU-01154,C011,管路总成,HDES-00722,HMAT-00210,HMAN-00041,HASM-01154,HOPR-01154,3775.8,0.2355,0.3923,0.1714,0.1654,0.2751,HPIP-00220,0.3848,0.2594,HINSP-01154,0.1352,0.2383,low
HCU-01155,C007,过滤器,HDES-00998,HMAT-00058,HMAN-00270,HASM-01155,HOPR-01155,2111.0,0.4542,0.2937,0.1503,0.3557,0.3221,,0.0,0.2324,HINSP-01155,0.1552,0.2578,medium
HCU-01156,C011,管路总成,HDES-00440,HMAT-00279,HMAN-00814,HASM-01156,HOPR-01156,1053.6,0.2567,0.2945,0.1903,0.2453,0.1989,HPIP-00221,0.393,0.3388,HINSP-01156,0.1607,0.2415,low
HCU-01157,C007,过滤器,HDES-00026,HMAT-00470,HMAN-00061,HASM-01157,HOPR-01157,2930.1,0.1628,0.3292,0.3509,0.1639,0.1521,,0.0,0.2211,HINSP-01157,0.1472,0.2301,low
HCU-01158,C004,溢流阀,HDES-00915,HMAT-00196,HMAN-00670,HASM-01158,HOPR-01158,2048.8,0.5802,0.2889,0.3365,0.32,0.3758,,0.0,0.2684,HINSP-01158,0.2056,0.3073,medium
HCU-01159,C005,蓄能器,HDES-00677,HMAT-00143,HMAN-00147,HASM-01159,HOPR-01159,1887.2,0.488,0.3272,0.5589,0.2538,0.3174,,0.0,0.1139,HINSP-01159,0.1212,0.2934,medium
HCU-01160,C007,过滤器,HDES-01039,HMAT-00105,HMAN-00722,HASM-01160,HOPR-01160,2565.5,0.2039,0.3649,0.1937,0.1921,0.2131,,0.0,0.3949,HINSP-01160,0.171,0.2584,medium
HCU-01161,C008,液压油箱,HDES-00884,HMAT-00600,HMAN-00081,HASM-01161,HOPR-01161,3208.9,0.4521,0.2717,0.2823,0.3823,0.3223,,0.0,0.1764,HINSP-01161,0.1449,0.2714,medium
HCU-01162,C011,管路总成,HDES-00202,HMAT-00494,HMAN-01081,HASM-01162,HOPR-01162,3615.9,0.6937,0.4614,0.2539,0.1828,0.4475,HPIP-00222,0.2216,0.1533,HINSP-01162,0.1307,0.2821,medium
HCU-01163,C005,蓄能器,HDES-00783,HMAT-00565,HMAN-00385,HASM-01163,HOPR-01163,2832.5,0.6744,0.3194,0.2526,0.1808,0.4222,,0.0,0.1398,HINSP-01163,0.1157,0.2496,low
HCU-01164,C002,方向控制阀,HDES-00019,HMAT-00357,HMAN-00842,HASM-01164,HOPR-01164,1834.4,0.3036,0.421,0.322,0.4749,0.1845,,0.0,0.1532,HINSP-01164,0.233,0.2962,medium
HCU-01165,C007,过滤器,HDES-00364,HMAT-00328,HMAN-00970,HASM-01165,HOPR-01165,3480.5,0.114,0.1155,0.2432,0.1489,0.2508,,0.0,0.075,HINSP-01165,0.1129,0.1636,low
HCU-01166,C007,过滤器,HDES-00861,HMAT-00431,HMAN-00918,HASM-01166,HOPR-01166,5069.6,0.3118,0.2109,0.2509,0.1521,0.4111,,0.0,0.177,HINSP-01166,0.1079,0.2307,low
HCU-01167,C004,溢流阀,HDES-01002,HMAT-00557,HMAN-00806,HASM-01167,HOPR-01167,4397.3,0.6793,0.4711,0.1757,0.1181,0.5473,,0.0,0.1648,HINSP-01167,0.1665,0.2845,medium
HCU-01168,C004,溢流阀,HDES-00978,HMAT-00213,HMAN-00012,HASM-01168,HOPR-01168,1745.3,0.0642,0.263,0.2165,0.1049,0.0326,,0.0,0.327,HINSP-01168,0.1146,0.1769,low
HCU-01169,C002,方向控制阀,HDES-00283,HMAT-00385,HMAN-01169,HASM-01169,HOPR-01169,1758.0,0.3403,0.0503,0.6036,0.2532,0.2523,,0.0,0.0916,HINSP-01169,0.1304,0.241,low
HCU-01170,C007,过滤器,HDES-00188,HMAT-00502,HMAN-00539,HASM-01170,HOPR-01170,3372.0,0.1277,0.3439,0.1032,0.2626,0.2114,,0.0,0.3397,HINSP-01170,0.1593,0.2392,low
HCU-01171,C008,液压油箱,HDES-00587,HMAT-00127,HMAN-00404,HASM-01171,HOPR-01171,2840.2,0.6105,0.3311,0.4128,0.0946,0.4085,,0.0,0.4365,HINSP-01171,0.1837,0.3238,medium
HCU-01172,C010,节流阀,HDES-00307,HMAT-00330,HMAN-00792,HASM-01172,HOPR-01172,7436.3,0.3338,0.1968,0.4805,0.1676,0.4284,,0.0,0.0471,HINSP-01172,0.1722,0.2596,medium
HCU-01173,C004,溢流阀,HDES-00890,HMAT-00581,HMAN-00889,HASM-01173,HOPR-01173,2787.2,0.4531,0.2212,0.3576,0.1056,0.3011,,0.0,0.1647,HINSP-01173,0.1396,0.2229,low
HCU-01174,C002,方向控制阀,HDES-00439,HMAT-00177,HMAN-00145,HASM-01174,HOPR-01174,1062.5,0.1819,0.2043,0.2223,0.0807,0.1181,,0.0,0.0628,HINSP-01174,0.0903,0.1313,low
HCU-01175,C012,卸荷阀,HDES-00778,HMAT-00328,HMAN-00967,HASM-01175,HOPR-01175,3915.8,0.4534,0.1155,0.1748,0.0781,0.4173,,0.0,0.2133,HINSP-01175,0.122,0.1985,low
HCU-01176,C011,管路总成,HDES-00202,HMAT-00011,HMAN-01036,HASM-01176,HOPR-01176,3252.0,0.5121,0.1806,0.2576,0.6056,0.4201,HPIP-00223,0.2692,0.1843,HINSP-01176,0.2802,0.3262,medium
HCU-01177,C001,液压泵总成,HDES-00495,HMAT-00049,HMAN-00881,HASM-01177,HOPR-01177,2870.8,0.6005,0.4924,0.1911,0.1416,0.385,,0.0,0.4549,HINSP-01177,0.1596,0.3137,medium
HCU-01178,C009,单向阀,HDES-00672,HMAT-00211,HMAN-01132,HASM-01178,HOPR-01178,4639.4,0.8016,0.4902,0.2987,0.3952,0.6354,,0.0,0.1073,HINSP-01178,0.2137,0.3693,medium
HCU-01179,C001,液压泵总成,HDES-00543,HMAT-00328,HMAN-00470,HASM-01179,HOPR-01179,2411.2,0.2737,0.1155,0.224,0.2568,0.2906,,0.0,0.2013,HINSP-01179,0.1341,0.2116,low
HCU-01180,C009,单向阀,HDES-00907,HMAT-00575,HMAN-00027,HASM-01180,HOPR-01180,4219.4,0.8118,0.2297,0.2246,0.1867,0.5913,,0.0,0.1303,HINSP-01180,0.1683,0.2691,medium
HCU-01181,C010,节流阀,HDES-01092,HMAT-00478,HMAN-01197,HASM-01181,HOPR-01181,4075.5,0.6919,0.4606,0.5186,0.1217,0.5372,,0.0,0.1162,HINSP-01181,0.2004,0.3381,medium
HCU-01182,C010,节流阀,HDES-00494,HMAT-00481,HMAN-00864,HASM-01182,HOPR-01182,3589.7,0.3445,0.2314,0.3014,0.6019,0.279,,0.0,0.2394,HINSP-01182,0.1903,0.3134,medium
HCU-01183,C006,冷却器,HDES-01120,HMAT-00478,HMAN-00874,HASM-01183,HOPR-01183,2598.7,0.532,0.4606,0.2509,0.4507,0.3443,,0.0,0.0,HINSP-01183,0.2093,0.2874,medium
HCU-01184,C002,方向控制阀,HDES-00754,HMAT-00091,HMAN-00702,HASM-01184,HOPR-01184,7782.5,0.3261,0.2114,0.3517,0.474,0.4789,,0.0,0.2991,HINSP-01184,0.1813,0.3473,medium
HCU-01185,C009,单向阀,HDES-01122,HMAT-00456,HMAN-00688,HASM-01185,HOPR-01185,1334.3,0.2941,0.2393,0.1909,0.2971,0.115,,0.0,0.312,HINSP-01185,0.1137,0.2148,low
HCU-01186,C008,液压油箱,HDES-01160,HMAT-00040,HMAN-01131,HASM-01186,HOPR-01186,2661.2,0.1859,0.3027,0.4804,0.4196,0.2212,,0.0,0.226,HINSP-01186,0.1861,0.3116,medium
HCU-01187,C004,溢流阀,HDES-00058,HMAT-00488,HMAN-00699,HASM-01187,HOPR-01187,2959.7,0.3005,0.3869,0.2969,0.3962,0.2944,,0.0,0.1478,HINSP-01187,0.1918,0.2893,medium
HCU-01188,C004,溢流阀,HDES-01090,HMAT-00470,HMAN-00710,HASM-01188,HOPR-01188,2455.1,0.6743,0.3292,0.4313,0.3424,0.3566,,0.0,0.3755,HINSP-01188,0.2241,0.3521,medium
HCU-01189,C010,节流阀,HDES-00931,HMAT-00250,HMAN-00055,HASM-01189,HOPR-01189,2930.5,0.453,0.3067,0.3322,0.3152,0.2999,,0.0,0.4024,HINSP-01189,0.1642,0.3129,medium
HCU-01190,C011,管路总成,HDES-00985,HMAT-00560,HMAN-00497,HASM-01190,HOPR-01190,3248.8,0.0975,0.5257,0.3416,0.6412,0.2039,HPIP-00224,0.135,0.2096,HINSP-01190,0.1817,0.3531,medium
HCU-01191,C004,溢流阀,HDES-00185,HMAT-00101,HMAN-00539,HASM-01191,HOPR-01191,3416.4,0.3528,0.3795,0.1032,0.3168,0.2627,,0.0,0.0,HINSP-01191,0.166,0.204,low
HCU-01192,C009,单向阀,HDES-00399,HMAT-00193,HMAN-00798,HASM-01192,HOPR-01192,3369.0,0.0371,0.2126,0.3439,0.3931,0.1325,,0.0,0.115,HINSP-01192,0.1234,0.2235,low
HCU-01193,C009,单向阀,HDES-00491,HMAT-00374,HMAN-00325,HASM-01193,HOPR-01193,4950.9,0.1231,0.2817,0.3649,0.2651,0.2306,,0.0,0.2709,HINSP-01193,0.1666,0.269,medium
HCU-01194,C008,液压油箱,HDES-01097,HMAT-00147,HMAN-00095,HASM-01194,HOPR-01194,5479.4,0.2633,0.4557,0.6242,0.1729,0.3847,,0.0,0.0703,HINSP-01194,0.155,0.3213,medium
HCU-01195,C003,作动筒,HDES-00246,HMAT-00416,HMAN-01019,HASM-01195,HOPR-01195,3297.9,0.3567,0.395,0.2528,0.3984,0.3092,,0.0,0.3179,HINSP-01195,0.1971,0.3172,medium
HCU-01196,C001,液压泵总成,HDES-00245,HMAT-00263,HMAN-00457,HASM-01196,HOPR-01196,4061.6,0.8365,0.2026,0.208,0.3772,0.6257,,0.0,0.0176,HINSP-01196,0.1553,0.2794,medium
HCU-01197,C002,方向控制阀,HDES-00042,HMAT-00282,HMAN-00175,HASM-01197,HOPR-01197,1776.5,0.4239,0.1861,0.261,0.2334,0.3342,,0.0,0.0338,HINSP-01197,0.2049,0.2119,low
HCU-01198,C003,作动筒,HDES-01089,HMAT-00401,HMAN-00301,HASM-01198,HOPR-01198,4862.1,0.2411,0.3757,0.4847,0.2885,0.3227,,0.0,0.087,HINSP-01198,0.2523,0.3044,medium
HCU-01199,C001,液压泵总成,HDES-00648,HMAT-00161,HMAN-00300,HASM-01199,HOPR-01199,3917.9,0.2956,0.3046,0.2104,0.3508,0.2746,,0.0,0.2184,HINSP-01199,0.1447,0.2564,medium
HCU-01200,C011,管路总成,HDES-01180,HMAT-00567,HMAN-00422,HASM-01200,HOPR-01200,5408.5,0.5925,0.317,0.2369,0.3517,0.4725,HPIP-00225,0.4828,0.4423,HINSP-01200,0.1924,0.3484,medium
HCU-01201,C009,单向阀,HDES-00022,HMAT-00576,HMAN-00247,HASM-01201,HOPR-01201,633.4,0.5009,0.2825,0.1521,0.1189,0.3337,,0.0,0.0,HINSP-01201,0.1259,0.1734,low
HCU-01202,C009,单向阀,HDES-01022,HMAT-00420,HMAN-00928,HASM-01202,HOPR-01202,2613.9,0.301,0.3485,0.5404,0.1687,0.226,,0.0,0.0,HINSP-01202,0.1349,0.2418,low
HCU-01203,C006,冷却器,HDES-00421,HMAT-00457,HMAN-00533,HASM-01203,HOPR-01203,1623.5,0.7126,0.433,0.5101,0.2122,0.4323,,0.0,0.1318,HINSP-01203,0.2022,0.3296,medium
HCU-01204,C005,蓄能器,HDES-00981,HMAT-00066,HMAN-01166,HASM-01204,HOPR-01204,4401.7,0.2788,0.3715,0.2393,0.2858,0.2806,,0.0,0.1939,HINSP-01204,0.1471,0.2583,medium
HCU-01205,C003,作动筒,HDES-00045,HMAT-00154,HMAN-00530,HASM-01205,HOPR-01205,2984.7,0.3203,0.4437,0.2295,0.25,0.2798,,0.0,0.2237,HINSP-01205,0.2263,0.2759,medium
HCU-01206,C002,方向控制阀,HDES-00541,HMAT-00247,HMAN-00731,HASM-01206,HOPR-01206,1304.2,0.3707,0.429,0.2885,0.1021,0.1985,,0.0,0.2909,HINSP-01206,0.1521,0.2467,low
HCU-01207,C002,方向控制阀,HDES-01193,HMAT-00204,HMAN-00362,HASM-01207,HOPR-01207,4118.5,0.889,0.1531,0.1998,0.1825,0.5505,,0.0,0.098,HINSP-01207,0.1532,0.2361,low
HCU-01208,C007,过滤器,HDES-00364,HMAT-00228,HMAN-00283,HASM-01208,HOPR-01208,994.6,0.4092,0.3139,0.277,0.1817,0.2278,,0.0,0.075,HINSP-01208,0.1274,0.204,low
HCU-01209,C009,单向阀,HDES-00477,HMAT-00116,HMAN-00158,HASM-01209,HOPR-01209,2704.2,0.4941,0.2388,0.3165,0.3139,0.3607,,0.0,0.1995,HINSP-01209,0.1534,0.2735,medium
HCU-01210,C007,过滤器,HDES-00419,HMAT-00148,HMAN-00527,HASM-01210,HOPR-01210,4005.6,0.4602,0.2636,0.3855,0.1509,0.3328,,0.0,0.1883,HINSP-01210,0.1702,0.2564,medium
HCU-01211,C010,节流阀,HDES-00540,HMAT-00566,HMAN-00392,HASM-01211,HOPR-01211,3535.9,0.3643,0.3263,0.2696,0.3885,0.2582,,0.0,0.2863,HINSP-01211,0.1704,0.2887,medium
HCU-01212,C004,溢流阀,HDES-00487,HMAT-00195,HMAN-00234,HASM-01212,HOPR-01212,1979.2,0.5172,0.4197,0.4727,0.2051,0.3316,,0.0,0.1419,HINSP-01212,0.1624,0.2968,medium
HCU-01213,C012,卸荷阀,HDES-00465,HMAT-00114,HMAN-00309,HASM-01213,HOPR-01213,4659.0,0.4669,0.1223,0.2774,0.1644,0.4291,,0.0,0.161,HINSP-01213,0.132,0.2268,low
HCU-01214,C009,单向阀,HDES-00769,HMAT-00053,HMAN-00134,HASM-01214,HOPR-01214,1636.7,0.4375,0.1608,0.2566,0.1919,0.2147,,0.0,0.0344,HINSP-01214,0.0683,0.1612,low
HCU-01215,C001,液压泵总成,HDES-00359,HMAT-00238,HMAN-00425,HASM-01215,HOPR-01215,9001.6,0.2569,0.3457,0.1368,0.1523,0.4141,,0.0,0.1353,HINSP-01215,0.1501,0.2295,low
HCU-01216,C002,方向控制阀,HDES-00936,HMAT-00542,HMAN-00867,HASM-01216,HOPR-01216,1596.3,0.3732,0.229,0.4123,0.2046,0.3051,,0.0,0.3129,HINSP-01216,0.1525,0.2798,medium
HCU-01217,C012,卸荷阀,HDES-01159,HMAT-00444,HMAN-00266,HASM-01217,HOPR-01217,5361.7,0.2035,0.1431,0.3993,0.1291,0.2693,,0.0,0.1061,HINSP-01217,0.1416,0.2053,low
HCU-01218,C002,方向控制阀,HDES-00683,HMAT-00225,HMAN-01110,HASM-01218,HOPR-01218,7011.1,0.0977,0.5291,0.5374,0.2993,0.2512,,0.0,0.3406,HINSP-01218,0.2852,0.3752,medium
HCU-01219,C011,管路总成,HDES-00784,HMAT-00541,HMAN-00425,HASM-01219,HOPR-01219,2558.8,0.2804,0.3171,0.1368,0.2198,0.2135,HPIP-00226,0.2028,0.2215,HINSP-01219,0.154,0.2122,low
HCU-01220,C011,管路总成,HDES-00851,HMAT-00447,HMAN-00428,HASM-01220,HOPR-01220,5529.2,0.4273,0.3342,0.3185,0.2904,0.41,HPIP-00227,0.2023,0.2274,HINSP-01220,0.1608,0.3008,medium
HCU-01221,C009,单向阀,HDES-00061,HMAT-00218,HMAN-00264,HASM-01221,HOPR-01221,4189.3,0.3525,0.1566,0.2919,0.4361,0.2722,,0.0,0.4106,HINSP-01221,0.207,0.3029,medium
HCU-01222,C009,单向阀,HDES-00008,HMAT-00591,HMAN-00085,HASM-01222,HOPR-01222,2767.8,0.2255,0.3545,0.3857,0.1063,0.1299,,0.0,0.007,HINSP-01222,0.171,0.1903,low
