h,r,t,relation,head_type,tail_type,weight
6382,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6382,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6383,15,29598,processed_by,ManufacturingBatch,Equipment,0.5
6383,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6383,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6383,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6383,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6384,15,29639,processed_by,ManufacturingBatch,Equipment,0.5
6384,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6384,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6384,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6384,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6385,15,29640,processed_by,ManufacturingBatch,Equipment,0.5
6385,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6385,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6385,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6385,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6386,15,29629,processed_by,ManufacturingBatch,Equipment,0.5
6386,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6386,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6386,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6386,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6387,15,29638,processed_by,ManufacturingBatch,Equipment,0.5
6387,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6387,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6387,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6387,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6388,15,29641,processed_by,ManufacturingBatch,Equipment,0.5
6388,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6388,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6388,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6388,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6389,15,29642,processed_by,ManufacturingBatch,Equipment,0.5
6389,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6389,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6389,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6389,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6390,15,29598,processed_by,ManufacturingBatch,Equipment,0.5
6390,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6390,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6390,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6390,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6391,15,29643,processed_by,ManufacturingBatch,Equipment,0.5
6391,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6391,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6391,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6391,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6392,15,29644,processed_by,ManufacturingBatch,Equipment,0.5
6392,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6392,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6392,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6392,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6393,15,29612,processed_by,ManufacturingBatch,Equipment,0.5
6393,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6393,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6393,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6393,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6394,15,29639,processed_by,ManufacturingBatch,Equipment,0.5
6394,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6394,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6394,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6394,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6395,15,29638,processed_by,ManufacturingBatch,Equipment,0.5
6395,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6395,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6395,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6395,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6396,15,29645,processed_by,ManufacturingBatch,Equipment,0.5
6396,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6396,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6396,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6396,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6397,15,29584,processed_by,ManufacturingBatch,Equipment,0.5
6397,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6397,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6397,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6397,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6398,15,29640,processed_by,ManufacturingBatch,Equipment,0.5
6398,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6398,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6398,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6398,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6399,15,29596,processed_by,ManufacturingBatch,Equipment,0.5
6399,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6399,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6399,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6399,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6400,15,29591,processed_by,ManufacturingBatch,Equipment,0.5
6400,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6400,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6400,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6400,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6401,15,29646,processed_by,ManufacturingBatch,Equipment,0.5
6401,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6401,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6401,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6401,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6402,15,29589,processed_by,ManufacturingBatch,Equipment,0.5
6402,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6402,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6402,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6402,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6403,15,29591,processed_by,ManufacturingBatch,Equipment,0.5
6403,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6403,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6403,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6403,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6404,15,29631,processed_by,ManufacturingBatch,Equipment,0.5
6404,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6404,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6404,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6404,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6405,15,29617,processed_by,ManufacturingBatch,Equipment,0.5
6405,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6405,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6405,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6405,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6406,15,29631,processed_by,ManufacturingBatch,Equipment,0.5
6406,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6406,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6406,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6406,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6407,15,29647,processed_by,ManufacturingBatch,Equipment,0.5
6407,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6407,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6407,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6407,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6408,15,29640,processed_by,ManufacturingBatch,Equipment,0.5
6408,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6408,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6408,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6408,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6409,15,29603,processed_by,ManufacturingBatch,Equipment,0.5
6409,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6409,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6409,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6409,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6410,15,29648,processed_by,ManufacturingBatch,Equipment,0.5
6410,16,29512,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6410,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6410,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6410,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6411,15,29593,processed_by,ManufacturingBatch,Equipment,0.5
6411,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6411,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6411,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6411,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6412,15,29647,processed_by,ManufacturingBatch,Equipment,0.5
6412,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6412,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6412,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6412,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6413,15,29649,processed_by,ManufacturingBatch,Equipment,0.5
6413,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6413,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6413,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6413,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6414,15,29650,processed_by,ManufacturingBatch,Equipment,0.5
6414,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6414,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6414,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6414,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6415,15,29651,processed_by,ManufacturingBatch,Equipment,0.5
6415,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6415,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6415,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6415,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6416,15,29652,processed_by,ManufacturingBatch,Equipment,0.5
6416,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6416,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6416,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6416,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6417,15,29653,processed_by,ManufacturingBatch,Equipment,0.5
6417,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6417,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6417,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6417,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6418,15,29654,processed_by,ManufacturingBatch,Equipment,0.5
6418,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6418,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6418,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6418,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6419,15,29588,processed_by,ManufacturingBatch,Equipment,0.5
6419,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6419,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6419,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6419,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6420,15,29655,processed_by,ManufacturingBatch,Equipment,0.5
6420,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6420,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6420,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6420,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6421,15,29655,processed_by,ManufacturingBatch,Equipment,0.5
6421,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6421,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6421,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6421,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6422,15,29656,processed_by,ManufacturingBatch,Equipment,0.5
6422,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6422,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6422,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6422,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6423,15,29633,processed_by,ManufacturingBatch,Equipment,0.5
6423,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6423,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6423,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6423,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6424,15,29614,processed_by,ManufacturingBatch,Equipment,0.5
6424,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6424,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6424,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6424,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6425,15,29657,processed_by,ManufacturingBatch,Equipment,0.5
6425,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6425,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6425,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6425,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6426,15,29637,processed_by,ManufacturingBatch,Equipment,0.5
6426,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6426,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6426,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6426,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6427,15,29639,processed_by,ManufacturingBatch,Equipment,0.5
6427,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6427,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6427,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6427,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6428,15,29658,processed_by,ManufacturingBatch,Equipment,0.5
6428,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6428,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6428,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6428,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6429,15,29647,processed_by,ManufacturingBatch,Equipment,0.5
6429,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6429,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6429,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6429,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6430,15,29659,processed_by,ManufacturingBatch,Equipment,0.5
6430,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6430,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6430,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6430,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6431,15,29656,processed_by,ManufacturingBatch,Equipment,0.5
6431,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6431,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6431,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6431,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6432,15,29584,processed_by,ManufacturingBatch,Equipment,0.5
6432,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6432,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6432,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6432,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6433,15,29650,processed_by,ManufacturingBatch,Equipment,0.5
6433,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6433,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6433,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6433,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6434,15,29660,processed_by,ManufacturingBatch,Equipment,0.5
6434,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6434,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6434,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6434,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6435,15,29594,processed_by,ManufacturingBatch,Equipment,0.5
6435,16,24504,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6435,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6435,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6435,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6436,15,29661,processed_by,ManufacturingBatch,Equipment,0.5
6436,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6436,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6436,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6436,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
6437,15,29595,processed_by,ManufacturingBatch,Equipment,0.5
6437,16,24501,has_manufacturing_risk_level,ManufacturingBatch,RiskLevel,0.5
6437,17,29579,uses_process,ManufacturingBatch,ManufacturingProcess,0.5
6437,17,29580,uses_process,ManufacturingBatch,HeatTreatmentProcess,0.5
6437,17,29581,uses_process,ManufacturingBatch,GrindingProcess,0.5
